Date,Name,Year,id,original_title,imdb_id,original_language,overview,popularity,budget,genres,homepage,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,production_companies,production_countries,spoken_languages_full
2021-08-21,Edvard Munch,1974,50254,Edvard Munch,tt0074462,no,"A biographical film about the Norwegian Expressionist painter Edvard Munch. It was originally created as a three-part miniseries co-produced by the Norwegian and Swedish state television networks, but subsequently gained an American theatrical release in a three-hour version in 1976. The film covers about thirty years of Munch's life, focusing on the influences that shaped his art, particularly the prevalence of disease and death in his family and his youthful affair with a married woman.",3.745,0,"Drama, History, TV Movie",,1974-11-12,0,221,"en, fr, de, no",7.1,52,"Sveriges Radio (SR), Norsk Film","NO, SE","English, French, German, Norwegian"
2021-08-23,Election,2005,18747,黑社會,tt0434008,cn,"After losing an election to become chairman of the Wo Lin Shing triad, a gang leader lashes out and tries to seize the dragon-head baton, the official symbol of a chairman's authority.",12.655,0,"Crime, Drama",,2005-10-20,0,101,"en, zh, cn",7.033,183,"China Star Entertainment, Milkyway Image Company, One Hundred Years of Film Company",HK,"English, Mandarin, Cantonese"
2021-08-26,The Man Who Would Be King,1975,983,The Man Who Would Be King,tt0073341,en,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",11.348,8000000,"Adventure, Drama",,1975-12-03,12678,129,en,7.5,493,"Persky-Bright Productions, Devon","US, GB",English
2021-08-30,"Paris, Texas",1984,655,"Paris, Texas",tt0087884,en,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",14.171,1746964,Drama,,1984-08-23,2181987,145,"es, en",8.111,1355,"20th Century Fox, Road Movies, WDR, Channel Four Films, Pro-ject Filmproduktion, Argos Films, Wim Wenders Stiftung","FR, DE, GB","Spanish, English"
2021-09-12,The Ax,2005,34186,Le Couperet,tt0422015,fr,"A chemist loses his job to outsourcing. Two years later and still jobless, he hits on a solution: to genuinely eliminate his competition.",6.602,0,"Comedy, Crime, Drama, Thriller",,2005-03-02,0,122,"fr, nl",6.903,145,"France 2 Cinéma, StudioCanal, RTBF, Les Films du Fleuve, Wanda Visión, SCOPE Pictures, K.G Productions","BE, FR, ES","French, Dutch"
2021-09-12,"Aguirre, the Wrath of God",1972,2000,"Aguirre, der Zorn Gottes",tt0068182,de,"A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",11.187,370000,"Adventure, Drama, History",http://www.wernerherzog.com/films-by.html,1972-12-29,37041,95,"de, es, qu",7.544,870,"Werner Herzog Filmproduktion, HR","DE, MX, PE","German, Spanish, Quechua"
2021-09-12,In the Year of the Pig,1969,63951,In the Year of the Pig,tt0064482,en,"Both sober and sobering, producer-director Emile de Antonio’s In the Year of the Pig is a powerful and, no doubt for many, controversial documentary about the Vietnam War.",1.904,0,"Documentary, War",,1969-02-26,0,101,en,7.0,19,Turin Film,US,English
2021-09-12,The Mattei Affair,1972,62382,Il caso Mattei,tt0068346,it,"Enrico Mattei helped change Italy’s future, first as freedom-fighter against the Nazis, then as an investor in methane gas through a public company, A.G.I.P., and ultimately as the head of ENI, a state body formed for the development of oil resources. On October 27, 1962, he died when his private airplane crashed during a flight to Milan. Officially, it is declared an accident, but many journalists explore other plausible reasons for Mattei's untimely death.",5.111,0,"Crime, Drama, History, Thriller",,1972-01-26,0,110,it,7.5,70,"Verona Produzione, Vides Cinematografica",IT,Italian
2021-09-12,Days of Heaven,1978,16642,Days of Heaven,tt0077405,en,"In 1916, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer.",10.391,0,"Drama, Romance",,1978-09-13,0,94,"en, it",7.514,804,Paramount,US,"English, Italian"
2021-09-12,Reds,1981,18254,Reds,tt0082979,en,"An account of the revolutionary years of the legendary American journalist John Reed, who shared his adventurous professional life with his radical commitment to the socialist revolution in Russia, his dream of spreading its principles among the members of the American working class, and his troubled romantic relationship with the writer Louise Bryant.",11.18,35000000,"Drama, History, Romance",,1981-12-25,40382659,195,"en, fi, fr, de, it, ru",6.981,258,"Paramount, Barclays Mercantile Industrial Finance, JRS Productions",US,"English, Finnish, French, German, Italian, Russian"
2021-09-12,Platform,2000,676595,The Platform,tt0317990,en,"At a windy, abandoned province station a man is waiting for a train. But something seems to be wrong; wasn't that a naked person running by? The man begins to examine the area; the tension rises up to the point, where another passenger arrives on the platform.",0.6,0,,,2001-01-01,0,4,,0.0,0,,NZ,
2021-09-13,Uncle Boonmee Who Can Recall His Past Lives,2010,38368,ลุงบุญมีระลึกชาติ,tt1588895,th,"Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",9.269,0,"Drama, Fantasy",,2010-06-25,0,114,"fr, lo, th",6.634,288,"Eddie Saeta, The Match Factory, ZDF/Arte, Hubert Bals Fund, Geißendörfer Film- und Fernsehproduktion (GFF), Fonds Sud Cinéma, Illuminations Films, Ministère de la Culture et de la Communication, Office of the Contemporary Art and Culture (OCAC), Kick the Machine, Anna Sanders Films, Ministère des Affaires étrangères et du Développement International, Foundation for Art and Creative Technology (FACT), Haus der Kunst, World Cinema Fund, Animate Projects Limited, Ministry of Culture, Thailand","TH, GB, FR, DE, ES, NL","French, Lao, Thai"
2021-09-15,The Human Condition I: No Greater Love,1959,31217,人間の條件　第１部純愛篇／第２部激怒篇,tt0053114,ja,"After handing in a report on the treatment of Chinese colonial labor, Kaji is offered the post of labor chief at a large mining operation in Manchuria, which also grants him exemption from military service. He accepts, and moves to Manchuria with his newly-wed wife Michiko, but when he tries to put his ideas of more humane treatment into practice, he finds himself at odds with scheming officials, cruel foremen, and the military police.",7.537,0,"War, Drama, History",,1959-01-15,0,206,"zh, ja",8.109,174,"Shochiku, Ninjin Club",JP,"Mandarin, Japanese"
2021-09-19,Serpico,1973,9040,Serpico,tt0070666,en,"Frank Serpico is an idealistic New York City cop who refuses to take bribes, unlike the rest of the force. His actions get Frank shunned by the other officers, and often placed in dangerous situations by his partners. When his superiors ignore Frank's accusations of corruption, he decides to go public with the allegations. Although this causes the Knapp Commission to investigate his claims, Frank has also placed a target on himself.",9.064,3000000,"Crime, History",,1973-12-18,29800000,130,"en, es, it",7.543,1565,"Paramount, De Laurentiis Entertainment Group, Artists Entertainment Complex","IT, US","English, Spanish, Italian"
2021-09-19,The Verdict,1982,24226,The Verdict,tt0084855,en,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",8.661,16000000,Drama,,1982-12-08,53977250,129,en,7.425,475,20th Century Fox,US,English
2021-09-19,Ganja & Hess,1973,83096,Ganja & Hess,tt0068619,en,"After being stabbed with an ancient, germ-infested knife, a doctor finds himself with an insatiable desire for blood.",3.182,0,"Drama, Fantasy, Horror",,1973-04-20,0,110,"fr, en",5.7,44,Kelly/Jordan Enterprises,US,"French, English"
2021-10-01,Morte e Vida Severina,2010,207927,Morte e Vida Severina,tt1832406,pt,"The Brazilian poem 'Morte e Vida Severina', a masterpiece of João Cabral de Melo Neto, comes to life in an animated version directed by Afonso Serpa.",0.6,0,Animation,,2010-01-01,0,56,pt,7.7,3,,BR,Portuguese
2021-10-02,Sorry We Missed You,2019,522369,Sorry We Missed You,tt8359816,en,"Ricky and his family have been fighting an uphill struggle against debt since the 2008 financial crash. An opportunity to wrestle back some independence appears with a shiny new van and the chance to run a franchise as a self-employed delivery driver. It's hard work, and his wife's job as a carer is no easier. The family unit is strong but when both are pulled in different directions everything comes to breaking point.",9.499,0,Drama,https://www.sorrywemissedyou.co.uk,2019-10-04,8766149,100,en,7.364,580,"France 2 Cinéma, Canal+, BBC Films, Why Not Productions, Wild Bunch, Les Films du Fleuve, Le Pacte, France Télévisions, Ciné+, VOO, Casa Kafka Pictures, Sixteen Films, BFI Film Fund, Cinéart, BeTV, Tax Shelter du Gouvernement Fédéral Belge","BE, FR, GB",English
2021-10-02,Land and Freedom,1995,38884,Land and Freedom,tt0114671,en,"David Carr is a British Communist who is unemployed. In 1936, when the Spanish Civil War begins, he decides to fight for the Republican side, a coalition of liberals, communists and anarchists, so he joins the POUM militia and witnesses firsthand the betrayal of the Spanish revolution by Stalin's followers and Moscow's orders.",9.028,0,"Drama, History, War, Romance",,1995-04-07,0,109,"en, ca, es",7.379,210,"Road Movies, BIM Distribuzione, Filmstiftung Nordrhein-Westfalen, Diaphana Films, Eurimages, TVE, Road Movies Dritte Produktionen, Parallax Pictures, Degeto Film, BBC, Canal+ España, Working Title Films, British Screen Productions, Messidor Films, European Co-production Fund","FR, DE, ES, GB, IT","English, Catalan, Spanish"
2021-10-03,Bulworth,1998,9452,Bulworth,tt0118798,en,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,8.575,30000000,"Comedy, Drama",,1998-05-15,29202884,108,en,6.311,193,20th Century Fox,US,English
2021-10-03,Close-Up,1990,769421,Extreme Close-Up,tt0099531,en,"Innovative drama mixing film and video, with a teenager obsessed with watching his late mother, killed in an auto accident, on tapes he recorded of their daily lives. The mother is seen in extreme close-up only on tape.",1.21,0,"Drama, TV Movie",,1990-10-22,0,93,en,0.0,0,"Bedford Falls Productions, MGM Television, Robert Greenwald Productions",US,English
2021-10-06,A Visitor to a Museum,1989,73922,Посетитель музея,tt0173024,ru,"It is the future, the world is in ruins and a large portion of the population consists of deformed mutants living in reservations. In this world a man decides to spend his vacation visiting the ruins of a museum that is now buried under the sea.",2.193,0,"Drama, Science Fiction",,1989-12-19,0,128,ru,7.143,28,"ZDF, Lenfilm, Tretye Tvorcheskoe Obyedinenie, Goskino USSR, CSM Filmproduktion","DE, SU, CH",Russian
2021-10-10,Mother,2009,37080,Mother and Child,tt1121977,en,"The lives of three women have a commonality: adoption. Karen is a physical therapist who regrets that, as a teenager, she gave up her daughter for adoption. Elizabeth was an adopted child and is now a successful lawyer, but her personal life lacks warmth. Lucy and her husband have failed to conceive and now hope to adopt a baby to make their family complete.",10.301,7000000,"Drama, Romance",,2009-11-07,4000000,125,en,6.739,119,"Mockingbird Pictures, Everest Entertainment","ES, US",English
2021-10-13,Children of Men,2006,9693,Children of Men,tt0206634,en,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",25.768,76000000,"Drama, Action, Thriller, Science Fiction",http://www.universalstudiosentertainment.com/children-of-men/,2006-09-22,70595464,109,en,7.603,6058,"Universal Pictures, Strike Entertainment, Hit & Run Productions","GB, US",English
2021-10-25,Lost Highway,1997,638,Lost Highway,tt0116922,en,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.",17.117,15000000,"Drama, Thriller, Mystery",,1997-01-15,3675201,134,en,7.6,2072,"CiBy 2000, October Films, Asymmetrical Productions, Lost Highway Productions","US, FR",English
2021-10-25,Inland Empire,2006,1730,Inland Empire,tt0460829,en,An actress’s perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,13.618,15000000,"Drama, Fantasy, Thriller, Horror",http://www.inlandempirecinema.com/,2006-09-06,4045770,180,"en, pl",7.1,874,"Asymmetrical Productions, StudioCanal, Camerimage Festival, Absurda","FR, PL, US","English, Polish"
2021-10-28,El Topo,1970,13041,El Topo,tt0067866,es,"El Topo decides to confront warrior Masters on a trans-formative desert journey he begins with his 6 year old son, who must bury his childhood totems to become a man.",13.016,400000,"Action, Adventure, Drama, Western",,1970-12-18,0,125,es,7.139,467,Producciones Panicas,MX,Spanish
2021-10-28,Santa Sangre,1989,19236,Santa sangre,tt0098253,en,"A young man is confined in a mental hospital. Through a flashback we see that he was traumatized as a child, when he and his family were circus performers. Back in the present, he escapes and rejoins his surviving and armless mother.",10.83,787000,"Horror, Mystery, Drama",,1989-11-24,0,123,"es, en",7.085,329,"Produzioni Intersound, Productora Fílmica Real","IT, MX","Spanish, English"
2021-10-28,Crumb,1994,26564,Crumb,tt0109508,en,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",7.489,0,Documentary,,1994-09-10,3174695,119,en,7.541,195,Superior Pictures,US,English
2021-10-29,Being There,1979,10322,Being There,tt0078841,en,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",12.341,0,"Comedy, Drama",,1979-12-19,30177511,130,en,7.625,775,"United Artists, Lorimar Film Entertainment, NatWest Ventures, New Gold Entertainment, Northstar Media, BSB, CIP","DE, US",English
2021-10-29,Withnail & I,1987,13446,Withnail & I,tt0094336,en,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",9.073,0,"Comedy, Drama",,1987-06-19,1544889,108,"la, en",7.397,434,"Cineplex-Odeon Films, HandMade Films",GB,"Latin, English"
2021-10-31,Woman in the Dunes,1964,16672,砂の女,tt0058625,ja,An entomologist suffers extreme psychological and sexual torture after being taken captive by the residents of a poor seaside village.,9.572,0,"Drama, Thriller",,1964-02-15,0,147,ja,8.272,307,"Toho, Teshigahara Productions",JP,Japanese
2021-11-01,The Descent,2005,9392,The Descent,tt0435625,en,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",32.191,3500000,"Adventure, Horror",,2005-07-08,57130027,99,en,6.956,3174,"Celador Films, Pathé, Northmen Productions",GB,English
2021-11-02,The Fifth Seal,1976,77660,Az ötödik pecsét,tt0075467,hu,"In Budapest in 1944; a watchmaker, a bookseller, and a carpenter are drinking in a bar with the owner when they are joined by a stranger. The watchmaker asks a hypothetical question that will change their lives.",3.215,0,"Drama, War",,1976-10-07,0,106,hu,8.083,48,"Mafilm, Budapest Filmstúdió",HU,Hungarian
2021-11-02,"The Cook, the Thief, His Wife & Her Lover",1989,7452,"The Cook, the Thief, His Wife & Her Lover",tt0097108,en,The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husband's restaurant.,11.413,2300000,"Crime, Drama",,1989-10-13,7724701,124,en,7.365,482,"Elsevira, Erbograph Co., Vendex","FR, NL, GB",English
2021-11-02,Possession,1981,21484,Possession,tt0082933,fr,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",25.245,0,Horror,,1981-05-27,1158473,124,"en, fr, de",7.36,758,"Gaumont, Oliane Productions, Marianne Productions","FR, DE","English, French, German"
2021-11-02,Eternity and a Day,1998,24858,Μια αιωνιότητα και μια μέρα,tt0156794,el,"Alexander, a famous writer, is very ill and has only a few days to live. He meets a little boy on the street, who is an illegal immigrant from Albania. Alexander then takes the boy home.",8.623,0,Drama,,1998-10-23,0,133,"en, el, it",7.661,115,"WDR, Canal+, ARTE, Paradis Films, Istituto Luce Cinecittà, Eurimages, Greek Film Centre, EPT, La Sept Cinéma, Intermédias, Theo Angelopoulos Films, Classic","FR, DE, GR, IT","English, Greek, Italian"
2021-11-02,Marketa Lazarová,1967,25904,Marketa Lazarová,tt0063278,cs,"Mikolás and his brother Adam end up with a young German hostage of noble blood during a robbery. While their clan prepares for the wrath of the German king, Mikolás is sent to pressure his neighbor Lazar into a defense pact. Persuasion fails and he abducts Lazar's daughter Marketa on the eve of her initiation as a nun in an act of vengeance.",6.304,0,"Drama, History",,1967-11-24,0,166,"cs, de",7.856,111,Filmové studio Barrandov,XC,"Czech, German"
2021-11-08,The Deer Hunter,1978,11778,The Deer Hunter,tt0077416,en,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",22.228,15000000,"Drama, War",,1978-03-09,50000000,183,"en, fr, ru, vi",8.016,3091,"Universal Pictures, EMI Films","GB, US","English, French, Russian, Vietnamese"
2021-11-18,Moneyball,2011,60308,Moneyball,tt1210166,en,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",18.742,50000000,Drama,http://www.moneyball-movie.com,2011-09-23,110206216,134,en,7.242,4211,"Columbia Pictures, Scott Rudin Productions, Sidney Kimmel Entertainment, Specialty Films, Michael De Luca Productions",US,English
2021-11-21,Hiroshima Mon Amour,1959,5544,Hiroshima mon amour,tt0052893,fr,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",11.122,0,"Drama, History, Romance",,1959-06-10,3193,92,"en, fr, ja",7.829,626,"Pathé Entertainment, Daiei Film, Argos Films, Como Films, Pathé Overseas","FR, JP","English, French, Japanese"
2021-11-27,Double Indemnity,1944,996,Double Indemnity,tt0036775,en,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",15.412,927262,"Crime, Drama, Mystery, Thriller",,1944-06-14,2500000,107,en,8.135,1437,Paramount,US,English
2021-12-09,The Third Part of the Night,1971,46799,Trzecia część nocy,tt0067885,pl,"Set during the Nazi occupation of Poland, in which Michal witnesses the murder of his mother, wife and child. He is hurled into a life that literally is not his own; a surreal world littered with trapdoors, doppelgängers and wormholes. It also tells the true untold story of a Nazi vaccine laboratory where Jews and members of the resistance were “employed” as feeders for parasites infected with typhus.",3.983,0,"Horror, History, War, Thriller",,1971-12-17,0,102,pl,6.804,51,Polski State Film,PL,Polish
2021-12-13,Mishima: A Life in Four Chapters,1985,27064,Mishima: A Life in Four Chapters,tt0089603,en,"A fictional account of the life of Japanese author Yukio Mishima told in four parts. The first three parts relate events in three of his novels: The Temple of the Golden Pavilion, Kyoko's House, and Runaway Horses. The last part depicts the events of 25th November 1970.",9.437,5000000,Drama,,1985-05-15,502758,121,"en, ja",7.8,203,"Lucasfilm Ltd., American Zoetrope, Tristone Entertainment Inc., M Company","JP, US","English, Japanese"
