Date,Name,Year,id,original_title,imdb_id,original_language,overview,popularity,budget,genres,homepage,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,production_companies,production_countries,spoken_languages_full
2022-05-29,Werckmeister Harmonies,2000,23160,Werckmeister harmóniák,tt0249241,hu,"This story takes place in a small town on the Hungarian Plain. In a provincial town, which is surrounded with nothing else but frost. It is bitterly cold weather — without snow. Even in this bewildered cold hundreds of people are standing around the circus tent, which is put up in the main square, to see — as the outcome of their wait — the chief attraction, the stuffed carcass of a real whale. The people are coming from everywhere. From the neighboring settlings, even from quite far away parts of the country. They are following this clumsy monster as a dumb, faceless, rag-wearing crowd. This strange state of affairs — the appearance of the foreigners, the extreme frost — disturbs the order of the small town. Ambitious personages of the story feel they can take advantage of this situation. The tension growing to the unbearable is brought to explosion by the figure of the Prince, who is pretending facelessness. Even his mere appearance is enough to break loose destructive emotions...",9.224,0,Drama,,2000-07-12,25461,139,"hu, sk",7.888,245,"ARTE, Studio Babelsberg, RAI, ZDF, Von Vietinghoff Filmproduktion (VVF), 13 Productions, Magyar Mozgókép Alapítvány, Fondazione Montecinemaverita, Goëss Film, Magyar Televízió Müvelödési Föszerkesztöség (MTV) (I), Nemzeti Kultúrális Alapprogram, Országos Rádió és Televízió Testület (ORTT)","FR, DE, HU, IT","Hungarian, Slovak"
2022-05-29,Damnation,1988,625288,La Damnation de Faust,None,fr,"This live recording was made at the Royal Albert Hall during one of Londons famous Promenade Concert seasons. Sir Georg Solti conducts the Chicago Symphony Orchestra and Chorus in a magnificent performance of Berliozs concert cantata. This feast of Berlioz launched Soltis farewell tour with the orchestra he had directed for twenty years and was described by The Times as the unsurpassable culmination of two decades of music-making...one that summarised all that has been most admirable about Soltis long reign in Chicago.  Like reading the book by flashes of lightning was how one writer described the relationship of Berlioz to Goethe in this Dramatic Legend, his way of shaping twenty scenes selected from the story into a narrative in four parts. Though it has sometimes been staged, the works drama is to be found within the music itself, which illuminates the incidents with what the conductor Sir Thomas Beecham once called a bunch of the loveliest tunes in existence.",0.6,0,Music,,1989-01-01,0,133,fr,0.0,0,,GB,French
2022-05-29,Satantango,1994,31414,Sátántangó,tt0111341,hu,"Inhabitants of a small village in Hungary deal with the effects of the fall of Communism. The town's source of revenue, a factory, has closed, and the locals, who include a doctor and three couples, await a cash payment offered in the wake of the shuttering. Irimias, a villager thought to be dead, returns and, unbeknownst to the locals, is a police informant. In a scheme, he persuades the villagers to form a commune with him.",9.516,1500000,Drama,,1994-02-08,0,432,hu,8.218,204,"TSR, Von Vietinghoff Filmproduktion (VVF), Vega Film, Mozgókép Innovációs Társulás és Alapítvány, Magyar Televízió","DE, HU, CH",Hungarian
2022-05-29,Dangerous Encounters of the First Kind,1980,104287,第一類型危險,tt0083199,cn,A sociopathic beauty urges three nerdy pranksters to embark on a deranged rampage.,2.765,0,"Action, Crime, Thriller",,1980-12-04,0,95,"en, cn",7.0,21,Fotocine Film Production Limited,HK,"English, Cantonese"
2022-06-03,Our Planet,2019,621561,Our Planet: Behind The Scenes,tt10746342,en,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.,8.272,0,Documentary,https://www.netflix.com/title/81082125,2019-04-05,0,63,en,7.764,36,Silverback Films,"US, GB",English
2022-06-06,Destiny,1921,0,0,,,,,,,,,,,,,,,,
2022-06-09,Lord of War,2005,1830,Lord of War,tt0399295,en,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",28.182,50000000,"Crime, Drama, Thriller",,2005-09-16,72617068,122,"ar, de, en, fr, ru, es, uk, tr",7.262,3916,"Metro-Goldwyn-Mayer, VIP Medienfonds 3, Saturn Films, Ascendant Pictures, Endgame Entertainment, Entertainment Manufacturing Company, Rising Star, Copag V, Majority Entertainment","FR, US, DE","Arabic, German, English, French, Russian, Spanish, Ukrainian, Turkish"
2022-06-09,Pig,2021,635731,Pig,tt11003218,en,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,33.163,0,"Drama, Thriller",https://neonrated.com/films/pig,2021-07-16,3889432,91,en,6.678,888,"Saturn Films, Escape Artists, AI-Film, Pulse Films, Sweet Tomato Films, Endeavor Content, Valparaiso Pictures, Hungry Bull Productions, BlockBox Entertainment","GB, US",English
2022-06-09,Mandy,2018,460885,Mandy,tt6998518,en,"The Shadow Mountains, 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.",21.558,6000000,"Horror, Action, Thriller, Fantasy",,2018-09-13,1214525,122,en,6.218,1567,"XYZ Films, Wallimage, uMedia, Piccadilly Pictures, SpectreVision, Legion M","US, BE",English
2022-06-09,Bang Bang,1971,173732,Bang Bang,tt0201450,pt,"An anonymous urban protagonist experiences a series of absurd situations--including a crazy cab ride, an encounter with a wacky criminal gang, and lots of gunplay--infused with a unique anarchic energy, eventually suggesting our true animal nature.",0.874,0,"Comedy, Fantasy",,1971-02-11,0,80,pt,7.3,11,Total Filmes,BR,Portuguese
2022-06-09,The Killing,1956,247,The Killing,tt0049406,en,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",12.907,320000,"Crime, Drama, Thriller",,1956-06-06,0,85,en,7.679,1185,"United Artists, Harris-Kubrick Productions",US,English
2022-06-09,A Man Escaped,1956,15244,Un condamné à mort s'est échappé,tt0049902,fr,A captured French Resistance fighter during World War II engineers a daunting escape from prison.,8.822,0,"Thriller, Drama, War, History",,1956-11-11,0,101,"de, fr",7.985,394,"Gaumont, Nouvelles Éditions de Films (NEF)",FR,"German, French"
2022-06-10,The Man That Was Turned into Juice,1980,166184,O Homem Que Virou Suco,tt0178585,pt,"Deraldo, a popular poet from Northeast Brazil, arrives in the capital of São Paulo, making a living only from his poetry and pamphlets. All is well until he is mistaken for a multinational worker who killed the boss at a party where he received the title of symbolic worker.",1.442,0,Drama,,1980-12-13,0,97,pt,7.3,23,"Embrafilme, Raiz Produções Cinematográficas, Secretaria de Cultura do Estado de São Paulo",BR,Portuguese
2022-06-15,Ghost Dog: The Way of the Samurai,1999,4816,Ghost Dog: The Way of the Samurai,tt0165798,en,"An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob. Jarmusch's spiritual gangster film tells the story of an inner-city hit man (Whitaker) who lives on a rooftop, training himself as a samurai in the strictest sense. He communicates primarily by carrier pigeon, while remaining loyal to a gangster (Tormey) who once saved his life.",12.238,2000000,"Crime, Drama",,1999-06-02,9400000,116,en,7.322,933,"Canal+, Pandora Film, JVC, Bac Films, Degeto Film, Plywood Productions","DE, US, FR, JP",English
2022-06-25,Last and First Men,2020,566038,Last and First Men,tt8015444,en,"As the end approaches inexorably, the last humans, living millions of years into the future, send a message to the humanity of the present that is both a plea for help and a warning, but also an epic tale of evolution, decline and hope.",6.01,0,"Drama, Science Fiction",http://www.zikzak.is/films/last-and-first-men,2020-02-25,0,72,en,6.634,71,Zik Zak Filmworks,IS,English
2022-07-03,The Exterminating Angel,1962,29264,El ángel exterminador,tt0056732,es,"After a lavish dinner party, the guests find themselves mysteriously unable to leave the room.",6.618,0,"Comedy, Drama, Fantasy",,1962-05-16,0,94,es,7.983,535,Producciones Gustavo Alatriste,MX,Spanish
2022-07-11,Marcel the Shell with Shoes On,2021,869626,Marcel the Shell with Shoes On,tt15339456,en,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",19.107,0,"Animation, Comedy, Family, Drama",https://a24films.com/films/marcel-the-shell-with-shoes-on,2022-06-24,6000000,90,en,7.904,83,"Cinereach, Strongman, Chiodo Bros. Production",US,English
2022-07-19,Song of Avignon,1998,280105,Song of Avignon,tt2914690,en,Reflections on my 1966 trip to Avignon that helped me to survive a deep crisis I was going through. Texts from my diaries of that period on the soundtrack are read by Angus MacLise.,1.195,0,Documentary,,1998-07-03,0,9,en,7.9,9,,US,English
2022-08-06,Manos: The Hands of Fate,1966,22293,Manos: The Hands of Fate,tt0060666,en,"A family gets lost on the road and stumbles upon a hidden, underground, devil-worshiping cult led by the fearsome Master and his servant Torgo.",5.387,19000,"Horror, Thriller",,1966-11-15,0,70,en,1.979,165,"Norm-Iris, Emerson Film Enterprises",US,English
2022-09-08,Neon Genesis Evangelion: The End of Evangelion,1997,18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,tt0169858,ja,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",50.622,0,"Drama, Animation, Science Fiction, Action",,1997-07-19,20000000,87,ja,8.386,1174,"Production I.G, Kadokawa Shoten, TV Tokyo, GAINAX, Movic, Toei Company, Star Child Recording, SEGA",JP,Japanese
2022-09-10,Survive Style 5+,2004,16133,Survive Style 5+,tt0430651,ja,"Five bizarre stories with no apparent connection to one and other eventually become intertwined, resulting in surreal circumstances.",6.153,0,"Mystery, Comedy, Thriller",,2004-09-25,0,120,"en, ja",7.223,164,Tohokushinsha Film Corporation,JP,"English, Japanese"
2022-09-10,Dead Leaves,2004,15981,デッド　リーブス,tt0439533,ja,"Pandy and Retro awaken naked on Earth with no recollection of their past. They embark on a crime spree in search of food and clothing, but are captured by authorities and sent to the infamous lunar penitentiary named Dead Leaves.",9.591,0,"Animation, Comedy, Crime, Science Fiction",,2004-01-17,0,52,ja,6.989,92,Production I.G,JP,Japanese
2022-09-13,The Devil's Backbone,2001,1433,El espinazo del diablo,tt0256009,es,"Spain, 1939. In the last days of the Spanish Civil War, the young Carlos arrives at the Santa Lucía orphanage, where he will make friends and enemies as he follows the quiet footsteps of a mysterious presence eager for revenge.",21.102,4500000,"Fantasy, Drama, Horror, Thriller",,2001-04-20,6582065,108,es,7.301,987,"El Deseo, Producciones Anhelo, Canal+ España, Tequila Gang, Sogepaq","ES, MX",Spanish
2022-09-14,Wind from the East,1970,113629,Le Vent d'est,tt0065173,fr,A politically oriented film in which images suggestive of a mock western are accompanied by an attack on all cinematic conventions to date and a debate on the nature and possibility of revolutionary cinema.,2.563,0,Drama,,1970-08-19,0,100,"en, fr, it, pt",6.825,20,"Anouchka Films, CCC-Filmkunst, Polifilm","FR, DE, IT","English, French, Italian, Portuguese"
2022-09-19,Tout Va Bien,1972,8071,Tout va bien,tt0069398,fr,A strike at a French sausage factory contributes to the estrangement of a married filmmaker and his reporter wife.,3.013,0,Drama,,1972-04-28,0,95,"en, fr",6.656,45,"Anouchka Films, Empire Films, Vieco Films","FR, IT","English, French"
2022-09-20,Elevator to the Gallows,1958,1093,Ascenseur pour l'échafaud,tt0051378,fr,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",10.945,0,"Crime, Drama, Thriller",,1958-01-29,263404,91,"de, fr",7.634,454,Nouvelles Éditions de Films (NEF),FR,"German, French"
2022-09-20,Blood Simple,1984,11368,Blood Simple,tt0086979,en,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",10.515,1500000,"Crime, Drama, Thriller",,1984-09-07,3851855,97,en,7.303,1097,"Circle Films, River Road Productions, Foxton Entertainment",US,English
2022-09-20,Le Samouraï,1967,5511,Le Samouraï,tt0062229,fr,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",10.703,0,"Crime, Thriller",,1967-10-25,39481,105,fr,7.868,797,"Fida Cinematografica, Compagnie Industrielle et Commerciale Cinématographique (CICC), Filmel, TC Productions","FR, IT",French
2022-09-20,The Fire Within,1963,2593,Le Feu follet,tt0057058,fr,"Although his alcoholism has been treated, Alain still feels he is deeply unwell and does not feel he can leave the detoxification clinic once and for all. His wife, living in New York, continues to pay for his treatment, but no longer contacts him directly. He intends to commit suicide, but first takes a ride to Paris to catch up with old friends.",7.945,0,Drama,,1963-10-15,0,108,fr,7.663,160,Nouvelles Éditions de Films (NEF),FR,French
2022-09-25,Coffin Joe's Heart of Darkness,2017,484289,Coração das Trevas,tt13537218,pt,One of the great iconic filmmakers of the horror genre returns with one of the final projects he will manage in his lifetime.,0.6,0,,,2017-10-28,0,23,pt,0.0,0,,BR,Portuguese
2022-09-25,"Meteorango Kid, Herói Intergaláctico",1969,289538,"Meteorango Kid, Herói Intergaláctico",tt0196749,pt,"In Bahia, in the late '60s, the alienated college student Lula spends his time protesting in the university, but without political orientation, wandering on the streets, smoking grass, trying to be an actor and having sex. Meanwhile, a common young man stalks women on the streets trying to have intercourse with them.",0.991,0,"Drama, Comedy",,1969-01-01,0,85,pt,5.5,5,ALO Produções Cinematográficas,BR,Portuguese
2022-09-25,Copacabana Mon Amour,1970,192568,Copacabana Mon Amour,tt0259944,pt,Sônia and her homosexual brother are both believed by their mother to be possessed by the devil. She works as a prostitute in the streets of Copacabana and he’s a servant who falls madly in love with his employer.,0.6,0,"Drama, Comedy",,1970-02-13,0,85,pt,6.6,8,Belair Filmes,BR,Portuguese
2022-09-25,Ravenous,1999,10212,Ravenous,tt0129332,en,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",13.565,12000000,"Horror, Western, Adventure",,1999-03-16,0,101,"en, es",6.792,465,"20th Century Fox, Heyday Films, Fox 2000 Pictures, ETIC Films, Adam Fields Productions, Engulf & Devour Productions Inc.","US, GB","English, Spanish"
2022-09-29,Mutant Blast,2018,543593,Mutant Blast,tt3064338,pt,"Maria, a fearless soldier, and TS-347, a man with superhuman strength, are being pursued by a military cell responsible for scientific experiments that have resulted in a zombie apocalypse. On the way, they will meet Pedro, a man with few ambitions and a great hangover. Together, they will try to escape to a safe place, but complications will cross their paths in the form of a nuclear bomb.",3.979,0,"Science Fiction, Horror, Comedy, Action",http://www.mutantblast.com,2018-09-06,0,84,"fr, pt",6.5,8,"Troma Entertainment, Alle Films","PT, US","French, Portuguese"
2022-09-29,L'Atalante,1934,43904,L'Atalante,tt0024844,fr,"Capricious small-town girl Juliette and barge captain Jean marry after a whirlwind courtship, and she comes to live aboard his boat, L'Atalante. As they make their way down the Seine, Jean grows weary of Juliette's flirtations with his all-male crew, and Juliette longs to escape the monotony of the boat and experience the excitement of a big city. When she steals away to Paris by herself, her husband begins to think their marriage was a mistake.",9.41,0,"Romance, Drama, Comedy",,1934-04-24,0,89,fr,7.532,325,Jean-Louis Nounez,FR,French
2022-10-12,Remonstrance,1972,47448,Motforestilling,tt0214965,no,"A meta-film about a film and the common man in our own political reality. A reality that is just scenes of a film without any cinematic development, but which might be plain reality tomorrow.",0.6,0,"Drama, Crime",,1972-11-09,0,97,no,5.8,8,Studio ABC,NO,Norwegian
2022-10-23,"Argentina, 1985",2022,714888,"Argentina, 1985",tt15301048,es,"In a David-vs-Goliath battle and under constant threat, Julio Strassera, Luis Moreno Ocampo and their young legal team of unlikely heroes dared to prosecute Argentina’s bloodiest military dictatorship against all odds and in a race against time to bring justice to the victims of the Military Junta.",236.971,0,"Drama, History",https://www.amazon.com/dp/B0B8TPM9GG,2022-09-29,0,141,es,8.295,134,"La Unión de los Ríos, Infinity Hill, Kenya Films","AR, US, GB",Spanish
2022-10-23,Walk Hard: The Dewey Cox Story,2007,6575,Walk Hard: The Dewey Cox Story,tt0841046,en,"Following a childhood tragedy, Dewey Cox follows a long and winding road to music stardom. Dewey perseveres through changing musical styles, an addiction to nearly every drug known and bouts of uncontrollable rage.",16.897,35000000,"Comedy, Music, Drama",http://www.walkhard-movie.com/,2007-12-21,18317151,96,en,6.6,551,"Columbia Pictures, Apatow Productions",US,English
2022-10-24,Martin,1976,26517,Martin,tt0077914,en,"Martin, who believes himself to be a vampire, goes to live with his elderly and hostile cousin in a small Pennsylvania town where he tries to redeem his blood-craving urges.",6.39,0,Horror,,1976-12-15,0,95,en,6.824,199,Laurel Entertainment,US,English
2022-10-27,Cat People,1942,25508,Cat People,tt0034587,en,"Serbian fashion designer Irena Dubrovna and American marine engineer Oliver Reed meet in Central Park, fall in love, and marry after a brief courtship; but Irena won't consummate the union for fear that she will turn into a panther compelled to kill her lover, pursuant to a belief harbored by her home village.",11.19,134000,"Horror, Drama",,1942-12-05,4000000,73,"sr, en",6.926,442,RKO Radio Pictures,US,"Serbian, English"
2022-10-27,Out of the Past,1947,678,Out of the Past,tt0039689,en,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, CA. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.",9.957,0,"Crime, Drama, Romance, Thriller",,1947-11-25,0,97,en,7.694,439,RKO Radio Pictures,US,English
2022-11-03,The Third Man,1949,1092,The Third Man,tt0041959,en,"In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",15.798,0,"Thriller, Mystery",,1949-08-31,1226098,104,"en, ru, de",7.98,1451,"British Lion Films, London Films Productions",GB,"English, Russian, German"
2022-11-03,Touch of Evil,1958,1480,Touch of Evil,tt0052311,en,"When a car bomb explodes on the American side of the U.S./Mexico border, Mexican drug enforcement agent Miguel Vargas begins his investigation, along with American police captain Hank Quinlan. When Vargas begins to suspect that Quinlan and his shady partner, Menzies, are planting evidence to frame an innocent man, his investigations into their possible corruption quickly put himself and his new bride, Susie, in jeopardy.",10.793,829000,"Crime, Thriller",,1958-03-30,2247500,111,"en, es",7.8,1161,Universal International Pictures,US,"English, Spanish"
2022-11-03,The Hunters,1977,406553,The Peregrine Hunters,tt2158823,en,A group of kids try to stop the illegal capture of birds of prey.,0.676,0,Family,,1978-01-01,0,53,en,0.0,0,Children's Film Foundation (CFF),GB,English
2022-11-03,Last Year at Marienbad,1961,4024,L'Année dernière à Marienbad,tt0054632,fr,"In a strange and isolated chateau, a man becomes acquainted with a woman and insists that they have met before.",9.422,0,"Drama, Romance",,1961-05-25,0,95,fr,7.505,387,"Silver Films, Cinétel, Cormoran Films, Argos Films, Cineriz, Terra Film","FR, IT",French
2022-11-03,Sleuth,1972,993,Sleuth,tt0069281,en,A mystery novelist devises an insurance scam with his wife's lover – but things aren't exactly as they seem.,6.917,3500000,"Mystery, Thriller, Crime",,1972-12-10,5750000,138,"it, en",7.688,479,Palomar Pictures International,GB,"Italian, English"
2022-11-03,That Obscure Object of Desire,1977,5781,Cet obscur objet du désir,tt0075824,fr,"After dumping a bucket of water on a beautiful young woman from the window of a train car, wealthy Frenchman Mathieu, regales his fellow passengers with the story of the dysfunctional relationship between himself and the young woman in question, a fiery 19-year-old flamenco dancer named Conchita. What follows is a tale of cruelty, depravity and lies -- the very building blocks of love.",14.026,0,"Comedy, Drama, Romance",,1977-08-17,0,103,"es, fr",7.468,284,"Greenwich Film Production, Incine, Les Films Galaxie","FR, ES","Spanish, French"
2022-11-03,F for Fake,1973,43003,Vérités et Mensonges,tt0072962,fr,"Documents the lives of infamous fakers Elmyr de Hory and Clifford Irving. De Hory, who later committed suicide to avoid more prison time, made his name by selling forged works of art by painters like Picasso and Matisse. Irving was infamous for writing a fake autobiography of Howard Hughes. Welles moves between documentary and fiction as he examines the fundamental elements of fraud and the people who commit fraud at the expense of others.",6.635,0,Documentary,,1973-09-01,0,89,"en, fr, es",7.423,260,"Janus Film und Fernsehen, Les Films de l'Astrophore, SACI","FR, DE, IR","English, French, Spanish"
2022-11-03,Code Unknown,2000,30970,Code inconnu,tt0216625,fr,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters lives interconnect with a Romanian immigrant and a deaf teacher.",7.04,0,"Drama, Romance, War",,2000-11-15,95242,118,"ar, en, fr, de, ro",6.778,180,"France 2 Cinéma, ARTE France Cinéma, Canal+, Les Films Alain Sarde, Bavaria Film, ZDF, MK2 Films, Filmex Romania, Romanian Culture Ministry","AT, FR, DE, RO","Arabic, English, French, German, Romanian"
2022-11-04,On the Waterfront,1954,654,On the Waterfront,tt0047296,en,"Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.",11.76,910000,"Crime, Drama",,1954-06-22,9600000,108,en,7.997,1247,"Columbia Pictures, Horizon Pictures",US,English
2022-11-05,Cara a Cara,1967,249553,Cara a Cara,tt0181996,pt,"The story of a civil servant who lives with his elderly mother. Falling in love with a corrupt politician's young and rich daughter, he abandons himself to crazy and violent situations.",1.373,0,Drama,,1967-01-01,0,72,pt,4.7,7,"Difilm, Julio Bressane Produções Cinematográficas",BR,Portuguese
2022-11-07,The Guns,1964,666281,The Guns of August,tt0132998,en,"Traces the origins and actions of World War I, from the funeral of Britain's King Edward VII to the Versailles Treaty.",0.6,0,Documentary,,1964-12-24,0,100,en,0.0,0,,,English
2022-11-07,Super Troopers,2001,39939,Super Troopers,tt0247745,en,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",9.378,1200000,"Comedy, Crime, Mystery",http://www.brokenlizard.com/movies/supertroopers/,2001-01-18,18492362,100,en,6.584,889,"Fox Searchlight Pictures, Broken Lizard Industries, Jersey Shore, Cataland Films, Árpád Productions",US,English
2022-11-07,Barren Lives,1963,836,Vidas Secas,tt0057654,pt,"In vivid images, the documentary-like story of a drover and his family in the northern badlands of Brazil during the drought. A family in the search of new hope and destiny.",4.873,0,Drama,,1963-08-22,0,100,pt,7.3,69,Sino Filmes,BR,Portuguese
2022-11-07,"Rio, 40 Degrees C.",1955,146075,"Rio, 40 Graus",tt0048572,pt,"Banned by Brazil’s Federal Department of Public Safety, Rio, 40 Graus is a landmark film that ushered in the wave of Cinema Novo in Brazil. The film chronicles a day in the life of five peanut vendors from Rio de Janeiro's favelas. This was one of the first Brazilian films to address the issues of race, poverty, and class.",3.472,0,Drama,,1955-08-24,0,100,pt,7.1,25,Equipe Moacyr Fenelon,BR,Portuguese
2022-11-07,"Rio, Zona Norte",1957,146904,"Rio, Zona Norte",tt0050919,pt,A talented songwriter of sambas is forced to face the social injustices of the city around him.,1.389,0,"Drama, Music",,1957-08-26,0,83,pt,8.275,20,Nelson Pereira dos Santos,BR,Portuguese
2022-11-07,Undercover Brother,2002,12277,Undercover Brother,tt0279493,en,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",9.15,25000000,"Action, Comedy",,2002-05-31,41604473,86,en,5.827,312,Universal Pictures,US,English
