Date,Name,Year,id,original_title,imdb_id,original_language,overview,popularity,budget,genres,homepage,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,production_companies,production_countries,spoken_languages_full,Watched
2021-05-01,Jurassic Park,1993,329,Jurassic Park,tt0107290,en,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",33.041,63000000.0,"Adventure, Science Fiction",http://www.jurassicpark.com/,1993-06-11,920100000.0,127.0,"en, es",7.9,14096.0,"Universal Pictures, Amblin Entertainment",US,"English, Spanish",1
2021-05-01,Cloud Atlas,2012,83542,Cloud Atlas,tt1371111,en,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",35.537,102000000.0,"Drama, Science Fiction",http://cloudatlas.warnerbros.com/,2012-10-26,130482868.0,172.0,en,6.864,6304.0,"X Filme Creative Pool, Anarchos Productions, ARD¹ Degeto, Ascension Pictures, Cloud Atlas Productions, A Company Filmproduktionsgesellschaft, Five Drops, Media Asia Group, Dreams of Dragon Picture","DE, CN, US, HK, SG",English,1
2021-05-01,Snow White and the Huntsman,2012,58595,Snow White and the Huntsman,tt1735898,en,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",33.215,170000000.0,"Adventure, Fantasy, Drama",http://www.snowwhiteandthehuntsman.com/,2012-05-30,396600000.0,127.0,en,5.965,7197.0,"Universal Pictures, Roth Films",US,English,1
2021-05-01,X-Men: First Class,2011,691677,X-Men: First Class 35mm Special,tt1948218,en,,16.782,0.0,Documentary,,2011-05-27,0.0,30.0,en,7.382,17.0,Sky Movies,GB,English,1
2021-05-01,The Hobbit: An Unexpected Journey,2012,49051,The Hobbit: An Unexpected Journey,tt0903624,en,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",102.329,250000000.0,"Adventure, Fantasy, Action",http://www.thehobbit.com/,2012-11-26,1021103568.0,169.0,en,7.316,16436.0,"WingNut Films, New Line Cinema, Metro-Goldwyn-Mayer, Warner Bros. Pictures","NZ, US",English,1
2021-05-01,The Avengers,2012,24428,The Avengers,tt0848228,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",188.481,220000000.0,"Science Fiction, Action, Adventure",https://www.marvel.com/movies/the-avengers,2012-04-25,1518815515.0,143.0,"en, hi, ru",7.707,27742.0,Marvel Studios,US,"English, Hindi, Russian",1
2021-05-01,Shutter Island,2010,11324,Shutter Island,tt1130884,en,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",53.709,80000000.0,"Drama, Thriller, Mystery",http://www.shutterisland.com/,2010-02-14,294800000.0,138.0,"en, de",8.19,20703.0,"Paramount, Appian Way, Phoenix Pictures, Sikelia Productions",US,"English, German",1
2021-05-01,Gangs of New York,2002,3131,Gangs of New York,tt0217505,en,"It's 1863. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",22.33,100000000.0,"Drama, History, Crime",http://video.movies.go.com/gangsofnewyork/,2002-12-14,193772504.0,168.0,"en, ga, la, zh",7.316,5690.0,"Miramax, Initial Entertainment Group, Alberto Grimaldi Productions, Touchstone Pictures","IT, US","English, Irish, Latin, Mandarin",1
2021-05-01,Star Wars: Episode I - The Phantom Menace,1999,1893,Star Wars: Episode I - The Phantom Menace,tt0120915,en,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",34.959,115000000.0,"Adventure, Action, Science Fiction",http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,1999-05-19,924317558.0,136.0,en,6.518,12663.0,Lucasfilm Ltd.,US,English,1
2021-05-01,American Psycho,2000,1359,American Psycho,tt0144084,en,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",66.404,7000000.0,"Thriller, Drama, Crime",,2000-04-13,34266564.0,102.0,"en, es, cn",7.386,8580.0,"Lionsgate, Pressman Film, Muse Productions","CA, US","English, Spanish, Cantonese",1
2021-05-01,Catch Me If You Can,2002,640,Catch Me If You Can,tt0264464,en,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",48.948,52000000.0,"Drama, Crime",,2002-12-16,352114312.0,141.0,"en, fr",7.955,13102.0,"Kemp Company, Splendid Pictures, Parkes/MacDonald Productions",US,"English, French",1
2021-05-01,The Green Mile,1999,497,The Green Mile,tt0120689,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",65.532,60000000.0,"Fantasy, Drama, Crime",http://thegreenmile.warnerbros.com/,1999-12-10,286801374.0,189.0,"fr, en",8.51,14599.0,"Castle Rock Entertainment, Warner Bros. Pictures, Darkwoods Productions",US,"French, English",1
2021-05-01,Gladiator,2000,98,Gladiator,tt0172495,en,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",60.443,103000000.0,"Action, Drama, Adventure",,2000-05-04,465361176.0,155.0,en,8.203,15731.0,"DreamWorks Pictures, Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz","GB, US",English,1
2021-05-01,The Grand Budapest Hotel,2014,120467,The Grand Budapest Hotel,tt2278388,en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",36.648,30000000.0,"Comedy, Drama",,2014-02-26,174600318.0,100.0,"en, fr",8.057,12761.0,"Fox Searchlight Pictures, Scott Rudin Productions, Studio Babelsberg, Indian Paintbrush, TSG Entertainment, American Empirical Pictures","DE, US","English, French",1
2021-05-01,The Theory of Everything,2014,266856,The Theory of Everything,tt2980516,en,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",24.856,15000000.0,"Drama, Romance",http://www.focusfeatures.com/the_theory_of_everything,2014-11-26,123726688.0,123.0,"la, en, fr, it",7.871,9604.0,Working Title Films,GB,"Latin, English, French, Italian",1
2021-05-01,Drive,2011,64690,Drive,tt0780504,en,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",46.472,15000000.0,"Drama, Thriller, Crime",http://www.sonypictures.com/movies/drive/,2011-09-15,78054825.0,100.0,en,7.567,10832.0,"Bold Films, Marc Platt Productions, OddLot Entertainment, FilmDistrict, Motel Movies, Newbridge Film Capital",US,English,1
2021-05-01,Pirates of the Caribbean: The Curse of the Black Pearl,2003,22,Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980,en,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",116.277,140000000.0,"Adventure, Fantasy, Action",https://movies.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl,2003-07-09,655011224.0,143.0,en,7.779,18067.0,"Walt Disney Pictures, Jerry Bruckheimer Films",US,English,1
2021-05-01,Twilight,2008,8966,Twilight,tt1099212,en,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",169.309,37000000.0,"Fantasy, Drama, Romance",,2008-11-20,393616788.0,122.0,en,6.286,11918.0,"Summit Entertainment, Goldcrest, Maverick Films, Imprint Entertainment, Temple Hill Entertainment, Twilight Productions",US,English,1
2021-05-01,Superbad,2007,8363,Superbad,tt0829482,en,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,92.584,20000000.0,Comedy,https://www.sonypictures.com/movies/superbad,2007-03-20,170812526.0,113.0,en,7.199,6044.0,"Columbia Pictures, Apatow Productions",US,English,1
2021-05-01,The Prestige,2006,1124,The Prestige,tt0482571,en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",31.02,40000000.0,"Drama, Mystery, Science Fiction",http://wwws.warnerbros.de/theprestige/,2006-10-19,109676311.0,130.0,en,8.2,13577.0,"Newmarket Films, Warner Bros. Pictures, Touchstone Pictures, Syncopy","GB, US",English,1
2021-05-01,Se7en,1995,807,Se7en,tt0114369,en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",56.001,33000000.0,"Crime, Mystery, Thriller",http://www.sevenmovie.com/,1995-09-22,327311859.0,127.0,en,8.358,17858.0,"New Line Cinema, Juno Pix, Cecchi Gori Pictures",US,English,1
2021-05-01,Good Will Hunting,1997,489,Good Will Hunting,tt0119217,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",43.685,10000000.0,Drama,http://www.miramax.com/movie/good-will-hunting,1997-12-05,225933435.0,127.0,en,8.143,10072.0,"Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership",US,English,1
2021-05-01,Scarface,1983,111,Scarface,tt0086250,en,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",71.42,25000000.0,"Action, Crime, Drama",,1983-12-09,66023329.0,170.0,"en, es",8.2,9743.0,Universal Pictures,US,"English, Spanish",1
2021-05-01,Raiders of the Lost Ark,1981,85,Raiders of the Lost Ark,tt0082971,en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",34.169,18000000.0,"Adventure, Action",http://www.indianajones.com,1981-06-12,389925971.0,115.0,"en, es, de, he, ar, ne",7.921,10468.0,"Lucasfilm Ltd., Paramount",US,"English, Spanish, German, Hebrew, Arabic, Nepali",1
2021-05-01,Now You See Me,2013,75656,Now You See Me,tt1670345,en,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,58.25,75000000.0,"Thriller, Crime",,2013-05-29,351723989.0,116.0,"fr, en",7.346,14041.0,"Summit Entertainment, K/O Paper Products, SOIXAN7E QUIN5E, See Me Louisiana",US,"French, English",1
2021-05-01,Birdman or (The Unexpected Virtue of Ignorance),2014,194662,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,en,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",44.308,18000000.0,"Drama, Comedy",http://www.foxsearchlight.com/birdman,2014-10-17,103215094.0,120.0,en,7.469,11564.0,"Worldview Entertainment, New Regency Pictures, TSG Entertainment, Le Grisbi Productions, M Productions",US,English,1
2021-05-01,The Imitation Game,2014,205596,The Imitation Game,tt2084970,en,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",46.877,14000000.0,"History, Drama, Thriller, War",,2014-11-14,233555708.0,113.0,en,8.014,15088.0,"The Weinstein Company, Black Bear Pictures, Bristol Automotive","GB, US",English,1
2021-05-01,The Three Musketeers,2011,52451,The Three Musketeers,tt1509767,en,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,23.428,75000000.0,"Adventure, Action, Thriller",http://www.threemusketeers-movie.com/,2011-08-31,132274484.0,110.0,en,5.807,2329.0,"Constantin Film, Impact Pictures, Studio Babelsberg, Summit Entertainment, New Legacy Film, Deutscher Filmförderfonds, Nouvelles Éditions de Films (NEF)","US, GB, DE, FR",English,1
2021-05-01,Resident Evil: Afterlife,2010,35791,Resident Evil: Afterlife,tt1220634,en,"In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",2.283,60000000.0,"Action, Adventure, Horror, Science Fiction",http://www.sonypictures.com/movies/residentevilafterlife/site/,2010-09-09,300228084.0,97.0,"en, es, ja",6.054,3297.0,"Constantin Film, Screen Gems, Davis Films/Impact Pictures","CA, DE, US","English, Spanish, Japanese",1
2021-05-01,Avatar,2009,19995,Avatar,tt0499549,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",664.299,237000000.0,"Action, Adventure, Fantasy, Science Fiction",https://www.avatar.com/movies/avatar,2009-12-15,2920357254.0,162.0,"en, es",7.528,26495.0,"20th Century Fox, Ingenious Media, Dune Entertainment, Lightstorm Entertainment","US, GB","English, Spanish",1
2021-05-01,Resident Evil: Extinction,2007,7737,Resident Evil: Extinction,tt0432021,en,"Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",13.349,45000000.0,"Horror, Action, Science Fiction",https://www.sonypictures.com/movies/residentevilextinction,2007-09-20,148412065.0,94.0,en,6.276,3520.0,"Constantin Film, Impact Pictures, Davis Films, Screen Gems","CA, FR, DE, US",English,1
2021-05-01,Captain America: The First Avenger,2011,1771,Captain America: The First Avenger,tt0458339,en,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",81.957,140000000.0,"Action, Adventure, Science Fiction",https://www.marvel.com/movies/captain-america-the-first-avenger,2011-07-22,370569774.0,124.0,"fr, no, en",6.988,19199.0,Marvel Studios,US,"French, Norwegian, English",1
2021-05-01,Resident Evil: Apocalypse,2004,1577,Resident Evil: Apocalypse,tt0318627,en,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",29.187,45000000.0,"Horror, Action, Science Fiction",,2004-09-10,129394835.0,94.0,en,6.345,3665.0,"Screen Gems, Davis Films/Impact Pictures, Constantin Film","CA, GB, US",English,1
2021-05-01,The Shawshank Redemption,1994,278,The Shawshank Redemption,tt0111161,en,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",85.813,25000000.0,"Drama, Crime",,1994-09-23,28341469.0,142.0,en,8.7,22617.0,Castle Rock Entertainment,US,English,1
2021-05-01,The Big Lebowski,1998,115,The Big Lebowski,tt0118715,en,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",22.681,15000000.0,"Comedy, Crime",,1998-03-06,46969409.0,117.0,"en, he, es, de",7.8,9684.0,"Gramercy Pictures, PolyGram Filmed Entertainment, Working Title Films","GB, US","English, Hebrew, Spanish, German",1
2021-05-01,The Pirates! In an Adventure with Scientists!,2012,72197,The Pirates! In an Adventure with Scientists!,tt1430626,en,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!",15.635,60000000.0,"Animation, Adventure, Family, Comedy",,2012-03-12,123054041.0,88.0,en,6.417,903.0,"Columbia Pictures, Aardman Animations, Sony Pictures Animation","GB, US",English,1
2021-05-01,Resident Evil: Retribution,2012,71679,Resident Evil: Retribution,tt1855325,en,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",7.889,65000000.0,"Action, Horror, Science Fiction",http://www.residentevil-movie.com/site/,2012-09-12,240159255.0,95.0,en,5.801,3439.0,"Constantin Film, Screen Gems, Davis Films/Impact Pictures","CA, DE, US",English,1
2021-05-01,Guardians of the Galaxy,2014,118340,Guardians of the Galaxy,tt2015381,en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",45.883,170000000.0,"Action, Science Fiction, Adventure",http://marvel.com/guardians,2014-07-30,772776600.0,121.0,en,7.9,25111.0,Marvel Studios,US,English,1
2021-05-01,Gone Girl,2014,210577,Gone Girl,tt2267998,en,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",49.997,61000000.0,"Mystery, Thriller, Drama",http://www.gonegirlmovie.com/,2014-10-01,369330363.0,149.0,en,7.89,16352.0,"20th Century Fox, Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood",US,English,1
2021-05-01,30 Minutes or Less,2011,62206,30 Minutes or Less,tt1622547,en,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and advise him that he has mere hours to rob a bank or else...",46.567,28000000.0,"Action, Adventure, Comedy",http://30minutesorless.com/,2011-08-11,40547440.0,83.0,"en, de, es",5.72,1433.0,Columbia Pictures,"US, DE, CA","English, German, Spanish",1
2021-05-01,Legend of the Guardians: The Owls of Ga'Hoole,2010,41216,Legend of the Guardians: The Owls of Ga'Hoole,tt1219342,en,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series.",18.092,80000000.0,"Animation, Adventure, Family, Fantasy",https://www.warnerbros.com/legend-guardians-owls-gahoole,2010-07-10,140073390.0,97.0,en,6.77,1951.0,"Village Roadshow Pictures, Animal Logic, Cruel & Unusual Films","AU, US",English,1
2021-05-01,Solomon Kane,2009,32985,Solomon Kane,tt0970452,en,"A nomadic 16th century warrior, condemned to hell for his brutal past, seeks redemption by renouncing violence, but finds some things are worth burning for as he fights to free a young Puritan woman from the grip of evil.",17.763,45000000.0,"Adventure, Fantasy, Action",http://www.solomonkane.com/,2009-09-16,19652185.0,104.0,"en, ar",5.949,1151.0,"Davis Films, Czech Anglo Productions, Wandering Star Pictures, Essential Entertainment","CZ, FR, GB, US","English, Arabic",1
2021-05-01,The SpongeBob SquarePants Movie,2004,11836,The SpongeBob SquarePants Movie,tt0345950,en,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",80.66,30000000.0,"Family, Animation, Comedy, Fantasy, Adventure",,2004-11-14,140161792.0,87.0,en,7.0,2395.0,"Paramount, Rough Draft Studios, Nickelodeon Movies, United Plankton Pictures","KR, US",English,1
2021-05-01,Hoodwinked!,2005,10982,Hoodwinked!,tt0443536,en,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",20.542,15000000.0,"Animation, Comedy, Family, Crime",,2005-12-16,51053787.0,82.0,en,6.207,1508.0,"The Weinstein Company, Kanbar Entertainment",US,English,1
2021-05-01,The Ghost and the Darkness,1996,10586,The Ghost and the Darkness,tt0116409,en,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",18.572,50000000.0,"Adventure, Action, Thriller",,1996-10-11,38619405.0,109.0,en,6.748,812.0,"Paramount, Constellation Films, Douglas/Reuther Productions, Mont Blanc Entertainment GmbH, Bernina Film","DE, US",English,1
2021-05-01,Big Momma's House,2000,9600,Big Momma's House,tt0208003,en,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",24.818,30000000.0,"Crime, Comedy",,2000-05-31,173959438.0,98.0,en,5.8,1970.0,"20th Century Fox, Regency Enterprises","DE, US",English,1
2021-05-01,Surf's Up,2007,9408,Surf's Up,tt0423294,en,"Surf's Up is an animated feature that goes behind the scenes of the high-octane world of competitive penguin surfing. The film profiles Cody Maverick, an up-and-coming surfer as he enters his first pro competition.",20.697,85000000.0,"Animation, Comedy, Family",https://www.sonypictures.com/movies/surfsup,2007-06-08,149044513.0,85.0,en,6.324,2066.0,"Columbia Pictures, Sony Pictures Animation",US,English,1
2021-05-01,Ice Age: Dawn of the Dinosaurs,2009,8355,Ice Age: Dawn of the Dinosaurs,tt1080016,en,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",86.311,90000000.0,"Animation, Comedy, Family, Adventure",http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,2009-06-26,886686817.0,94.0,en,6.723,7175.0,"20th Century Fox, Blue Sky Studios, 20th Century Fox Animation",US,English,1
2021-05-01,Open Season,2006,7484,Open Season,tt0400717,en,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",21.992,85000000.0,"Animation, Family, Adventure, Comedy",http://www.sonypictures.com/movies/openseason/,2006-09-29,197309027.0,86.0,en,6.133,2293.0,"Columbia Pictures, Sony Pictures Animation",US,English,1
2021-05-01,The Man Who Knew Too Much,1956,574,The Man Who Knew Too Much,tt0049470,en,"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",10.984,2500000.0,"Crime, Drama, Mystery, Thriller",,1956-05-16,10250000.0,120.0,"ar, fr, en",7.512,1117.0,Paramount,US,"Arabic, French, English",1
2021-05-01,Ice Age: The Meltdown,2006,950,Ice Age: The Meltdown,tt0438097,en,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",69.71,80000000.0,"Animation, Family, Comedy, Adventure",http://www.iceagemovies.com/films/ice-age-the-meltdown,2006-03-29,660998756.0,91.0,en,6.677,8557.0,"20th Century Fox, Blue Sky Studios, 20th Century Fox Animation",US,English,1
2021-05-01,The Simpsons Movie,2007,35,The Simpsons Movie,tt0462538,en,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",122.75,75000000.0,"Animation, Comedy, Family",http://www.simpsonsmovie.com/,2007-07-25,527068851.0,87.0,en,6.99,6992.0,"Gracie Films, Film Roman, 20th Century Fox, 20th Century Fox Animation, The Curiosity Company, AKOM Production Company, Rough Draft Feature Animation","KR, US",English,1
2021-05-01,Alvin and the Chipmunks: The Squeakquel,2009,23398,Alvin and the Chipmunks: The Squeakquel,tt1231580,en,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",45.118,75000000.0,"Comedy, Family, Animation, Fantasy, Music",http://www.munkyourself.com/,2009-12-21,443140005.0,88.0,"en, fr",5.645,2502.0,"20th Century Fox, Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, Bagdasarian Productions",US,"English, French",1
