Date,Name,Year,id,original_title,imdb_id,original_language,overview,popularity,budget,genres,homepage,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,production_companies,production_countries,spoken_languages_full
2021-05-01,The Hangover Part II,2011,45243,The Hangover Part II,tt1411697,en,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",92.567,80000000,Comedy,http://hangoverpart2.warnerbros.com/,2011-05-25,586764305,102,"en, th",6.5,9209,"Warner Bros. Pictures, Legendary Pictures, Green Hat Films",US,"English, Thai"
2021-05-01,Diary of a Wimpy Kid,2010,33217,Diary of a Wimpy Kid,tt1196141,en,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",21.804,15000000,"Comedy, Family",http://www.fox.co.uk/diary-of-a-wimpy-kid,2010-03-19,76196538,92,en,6.218,1321,"Dune Entertainment, Color Force, Dayday Films","GB, US",English
2021-05-01,The Hangover,2009,18785,The Hangover,tt1119646,en,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",115.603,35000000,Comedy,https://www.warnerbros.com/movies/hangover,2009-06-02,469310836,100,en,7.305,14923,"Warner Bros. Pictures, Legendary Pictures, Green Hat Films","DE, US",English
2021-05-01,The Player,1992,10403,The Player,tt0105151,en,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,8.694,8000000,"Comedy, Crime, Drama, Mystery",,1992-04-03,21706101,124,en,7.2,619,"Fine Line Features, Avenue Pictures, Spelling Entertainment, Addis Wechsler Pictures",US,English
2021-05-01,Fermat's Room,2007,5595,La Habitación de Fermat,tt1016301,es,Four mathematicians who do not know each other are invited by a mysterious host on the pretext of resolving a great enigma. The room in which they find themselves turns out to be a shrinking room that will crush them if they do not discover in time what connects them all and why someone might wish to murder them.,10.294,0,"Mystery, Thriller",http://www.fermatsroom.co.uk/,2007-10-07,0,88,es,6.609,298,"BocaBoca Producciones, Notro Films",ES,Spanish
2021-05-01,Enemy at the Gates,2001,853,Enemy at the Gates,tt0215750,en,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,33.307,68000000,"Drama, War, History",,2001-03-14,96976270,131,"de, en, ru",7.39,2971,"Paramount, Little Bird, Mandalay Pictures, KC Medien, Reperage, DOS, MP Film Management","IE, US, DE, GB","German, English, Russian"
2021-05-01,The Celebration,1998,309,Festen,tt0154420,da,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on.",8.136,1300000,Drama,https://nimbusfilm.dk/film/festen/?lang=en,1998-06-19,0,105,"da, de, en",7.742,792,"DR, Nimbus Film, SVT","DK, SE","Danish, German, English"
2021-05-01,Heat,1995,949,Heat,tt0113277,en,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,35.123,60000000,"Action, Crime, Drama, Thriller",,1995-12-15,187436818,170,"en, es",7.9,5846,"Warner Bros. Pictures, New Regency Productions, Regency Enterprises, Forward Pass, Monarchy Enterprises B.V., The Linson Company",US,"English, Spanish"
2021-05-01,Good Time,2017,429200,Good Time,tt4846232,en,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.",11.485,0,"Thriller, Crime",http://goodtime.movie/,2017-08-11,3283369,102,en,7.204,2395,"Rhea Films, Elara Pictures",US,English
2021-05-01,Guns Akimbo,2019,457335,Guns Akimbo,tt6902676,en,"An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.",18.928,0,"Comedy, Action",,2020-02-27,835102,95,en,6.458,1854,"FilmFernsehFonds Bayern, Ingenious Media, New Zealand Film Commission, Four Knights Film, uMedia, WS Filmproduktion, Altitude Film Entertainment, Occupant Entertainment, Deutscher Filmförderfonds, Hyperion Media Group, The Electric Shadow Company, Cutting Edge, Saban Films, Maze Pictures, Pump Metal Films","DE, NZ, GB",English
2021-05-01,Nobody,2021,615457,Nobody,tt7888964,en,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",114.588,17000000,"Action, Crime, Thriller",https://www.nobody.movie,2021-03-18,61779301,92,"en, ru, es",8.122,5192,"Odenkirk Provissiero Entertainment, 87North Productions, Eighty Two Films",US,"English, Russian, Spanish"
2021-05-01,Riders of Justice,2020,663870,Retfærdighedens ryttere,tt11655202,da,"Markus returns home to care for his daughter when his wife dies in a tragic train accident. However, when a survivor of the wreck surfaces and claims foul play, Markus suspects his wife was murdered and embarks on a mission to find those responsible.",11.4,5300000,"Action, Comedy, Drama",,2020-11-19,679505,116,"ar, da, et",7.273,530,"Zentropa Entertainments, Film i Väst, Zentropa International Sweden","DK, SE","Arabic, Danish, Estonian"
2021-05-01,The Kid Detective,2020,720755,The Kid Detective,tt8980602,en,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",9.381,0,"Comedy, Drama, Mystery",,2020-10-16,0,99,en,6.592,267,"Woods Entertainment, JoBro Productions, levelFILM",CA,English
2021-05-01,(500) Days of Summer,2009,19913,(500) Days of Summer,tt1022603,en,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",52.078,7500000,"Comedy, Drama, Romance",https://www.foxmovies.com/movies/500-days-of-summer,2009-07-17,60781545,95,"en, fr, sv",7.26,8700,"Fox Searchlight Pictures, Watermark Pictures, Dune Entertainment III",US,"English, French, Swedish"
2021-05-01,Jeepers Creepers,2001,8922,Jeepers Creepers,tt0263488,en,A brother and sister driving home through an isolated countryside from college encounter a flesh-eating creature in the midst of its ritualistic eating spree.,101.325,10000000,"Horror, Thriller",https://www.mgm.com/#/our-titles/1003/Jeepers-Creepers,2001-07-01,59217789,90,en,6.432,2436,"United Artists, American Zoetrope, Cinerenta Medienbeteiligungs KG, Cinerenta-Cinebeta, VCL Communications","DE, US",English
2021-05-01,Raising Arizona,1987,378,Raising Arizona,tt0093822,en,"When a childless couple of an ex-con and an ex-cop decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",10.92,6000000,"Comedy, Crime",,1987-03-01,29180280,94,en,7.026,1697,"20th Century Fox, Circle Films",US,English
2021-05-01,A Million Ways to Die in the West,2014,188161,A Million Ways to Die in the West,tt2557490,en,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",23.355,40000000,"Comedy, Western",,2014-05-22,86410000,116,en,5.996,3567,"MRC, Fuzzy Door Productions, Bluegrass Films, RGB Media",US,English
2021-05-01,The Intern,2015,257211,The Intern,tt2361509,en,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",35.868,35000000,Comedy,http://www.theinternmovie.com/,2015-09-23,194564672,121,en,7.189,5784,Waverly Films,US,English
2021-05-01,Nymphomaniac: Vol. I,2013,258216,Nymphomaniac: Vol. I,tt1937390,en,"A man named Seligman finds a fainted wounded woman in an alley and he brings her home. She tells him that her name is Joe and that she is nymphomaniac. Joe tells her life and sexual experiences with hundreds of men since she was a young teenager while Seligman tells about his hobbies, such as fly fishing, reading about Fibonacci numbers or listening to organ music.",6.783,0,Drama,http://www.magpictures.com/nymphomaniac,2013-12-25,13545832,118,en,6.9,2901,"Zentropa Entertainments, ARTE France Cinéma, Canal+, Det Danske Filminstitut, DR, Les Films du Losange, CNC, Eurimages, Svenska Filminstitutet, Caviar, Film i Väst, Slot Machine, Zentropa International Sweden, Zentropa International Köln, Zentropa International France, Ciné+, Artificial Eye, Heimatfilm, Zenbelgie BVBA, Groupe Grand Accord","BE, DK, FR, DE, GB",English
2021-05-01,Nocturnal Animals,2016,340666,Nocturnal Animals,tt4550098,en,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",24.633,22500000,"Drama, Thriller",http://www.focusfeatures.com/nocturnalanimals,2016-11-04,29252978,117,en,7.452,6747,"Universal Pictures, Artina Films, Fade to Black Productions, Focus Features",US,English
2021-05-01,Triple Threat,2019,449985,Triple Threat,tt6643972,en,"A crime syndicate places a hit on a billionaire's daughter, making her the target of an elite assassin squad. A small band of down-and-out mercenaries protects her, fighting tooth and nail to stop the assassins from reaching their target.",32.185,10000000,"Thriller, Action",https://www.triplethreatfilm.com,2019-03-19,0,96,"id, zh, th, en",6.396,486,"Hamilton Entertainment, SC Films Thailand Co., Kungfuman Culture Media, Aurora Alliance Films","US, CN, TH","Indonesian, Mandarin, Thai, English"
2021-05-01,Upgrade,2018,500664,Upgrade,tt6499752,en,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",26.38,5000000,"Action, Thriller, Science Fiction",http://www.upgrade.movie,2018-05-31,16593554,100,en,7.5,3561,"Blumhouse Productions, Goalpost Pictures, Automatik Entertainment, Film Victoria, Nervous Tick","AU, US",English
2021-05-01,Freaky,2020,551804,Freaky,tt10919380,en,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",23.438,5000000,"Comedy, Fantasy, Horror, Thriller",https://www.freaky.movie/,2020-11-12,15104310,102,"en, es",6.622,1159,"Universal Pictures, Blumhouse Productions, Divide / Conquer",US,"English, Spanish"
2021-05-01,Nomadland,2020,581734,Nomadland,tt9770150,en,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",19.307,5000000,Drama,https://www.searchlightpictures.com/nomadland,2020-12-04,14784114,108,en,7.259,2442,"Highwayman Films, Cor Cordium Productions, Hear/Say Productions",US,English
2021-05-01,Zack Snyder's Justice League,2021,791373,Zack Snyder's Justice League,tt12361974,en,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",251.606,70000000,"Action, Adventure, Fantasy, Science Fiction",https://www.hbomax.com/zacksnydersjusticeleague,2021-03-18,657900000,242,en,8.244,8289,"Warner Bros. Pictures, Dune Entertainment, Atlas Entertainment, Access Entertainment, The Stone Quarry, DC Films",US,English
2021-05-01,The Confession,1970,0,0,,,,,,,,,,,,,,,,
2021-05-01,The Invention of Lying,2009,23082,The Invention of Lying,tt1058017,en,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",12.264,18500000,"Comedy, Fantasy, Romance",http://the-invention-of-lying.warnerbros.com/,2009-09-13,32406507,100,en,6.184,1733,"Warner Bros. Pictures, Radar Pictures, MRC, Lin Pictures, Wintergreen Productions, Lynda Obst Productions, 1821 Pictures",US,English
2021-05-01,Missing,1982,15600,Missing,tt0084335,en,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to Chile to investigate the sudden disappearance of his son after a military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the dictatorship.,9.195,0,"Drama, Mystery, Thriller",,1982-02-12,14000000,123,"en, es",7.289,295,Universal Pictures,"MX, US","English, Spanish"
2021-05-01,Timecrimes,2007,14139,Los cronocrímenes,tt0480669,es,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,11.005,2600000,"Science Fiction, Thriller",http://www.cronocrimenes.com/,2007-10-05,553198,92,es,6.995,1031,"Arsénico Producciones, Zip Films, Fine Productions, Karbo Vantas Entertainment, Basque Films",ES,Spanish
2021-05-01,Lilya 4-ever,2002,12093,Lilja 4-Ever,tt0300140,sv,"Lilja lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilja hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilja arrives her life quickly enters a downward spiral.",12.004,4600000,"Crime, Drama",,2002-08-23,1007747,109,"ru, sv, en",7.615,434,"Zentropa Entertainments, Det Danske Filminstitut, Memfis Film, Svenska Filminstitutet, Film i Väst, SVT, Nordisk Film & TV Fond","DK, SE","Russian, Swedish, English"
2021-05-01,John Tucker Must Die,2006,9293,John Tucker Must Die,tt0455967,en,"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",14.698,18000000,"Comedy, Romance",,2006-07-27,68844775,87,en,6.2,1204,"20th Century Fox, Dune Entertainment, Major Studio Partners, Landscape Entertainment, John US Productions","CA, US",English
2021-05-01,About Time,2013,122906,About Time,tt2194499,en,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",35.263,12000000,"Drama, Romance, Fantasy",,2013-09-04,87100449,123,en,7.906,7193,"Universal Pictures, Relativity Media, Working Title Films, Translux",GB,English
2021-05-01,Mommy,2014,265177,Mommy,tt3612616,fr,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",13.088,4900000,Drama,,2014-09-19,3494070,138,"fr, en",8.268,2375,"Téléfilm Canada, Canadian Film or Video Production Tax Credit (CPTC), SODEC, Super Écran, Metafilms, Sons of Manual, Les Films Séville, Radio Canada, ARTV",CA,"French, English"
2021-05-01,Split,2016,381288,Split,tt4972582,en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",70.069,9000000,"Horror, Thriller",http://www.splitmovie.com/,2016-11-15,278454358,117,en,7.33,15453,"Universal Pictures, Blumhouse Productions, Blinding Edge Pictures",US,English
2021-05-01,Soul,2020,508442,Soul,tt2948372,en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",123.418,150000000,"Animation, Family, Comedy, Fantasy, Drama",https://www.disneyplus.com/movies/soul/77zlWrb9vRYp,2020-12-25,136384442,101,en,8.173,8550,"Walt Disney Pictures, Pixar",US,English
2021-05-01,The Vast of Night,2019,565743,The Vast of Night,tt6803046,en,"At the dawn of the space-race, two radio-obsessed teens discover a strange frequency over the airwaves in what becomes the most important night of their lives and in the history of their small town.",17.672,0,"Mystery, Science Fiction, Thriller, Drama",https://www.amazon.com/Vast-Night-Sierra-McCormick/dp/B084JFRR62,2019-06-01,0,91,en,6.6,819,"Amazon Studios, GEO Media",US,English
2021-05-01,Another Round,2020,580175,Druk,tt10288566,da,Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.,14.66,5150000,"Comedy, Drama",http://www.samuelgoldwynfilms.com/another-round/,2020-09-24,21700000,117,"da, sv",7.702,2223,"Zentropa Entertainments, Det Danske Filminstitut, TV 2, Eurimages, Svenska Filminstitutet, Film i Väst, Topkapi Films, StudioCanal UK, Creative Europe Media Programme Of The European Union","DK, NL, SE","Danish, Swedish"
2021-05-01,I Care a Lot,2020,601666,I Care a Lot,tt9893250,en,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,32.244,0,"Comedy, Crime, Thriller, Drama",https://www.netflix.com/title/81350429,2021-02-19,0,119,en,6.627,2171,"Black Bear Pictures, STX Entertainment, Crimple Beck","GB, US",English
2021-05-01,Killing Them Softly,2012,64689,Killing Them Softly,tt1764234,en,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",14.578,15000000,"Crime, Thriller",http://killingthemsoftlymovie.com/,2012-07-30,37930465,97,en,6.024,1783,"Plan B Entertainment, 1984 Private Defense Contractors, Annapurna Pictures, Inferno Entertainment, Chockstone Pictures",US,English
2021-05-01,The Working Class Goes to Heaven,1971,56231,La classe operaia va in paradiso,tt0066919,it,A conscientious factory worker gets his finger cut off by a machine. The accident causes him to become more involved in political and revolutionary groups.,6.932,0,Drama,,1971-09-17,0,112,it,7.9,289,Euro International Film,IT,Italian
2021-05-01,The Conjuring,2013,138843,The Conjuring,tt1457767,en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",142.314,13000000,"Horror, Thriller",http://theconjuring.warnerbros.com,2013-07-18,319494638,112,en,7.533,9851,"New Line Cinema, The Safran Company, Evergreen Media Group",US,English
2021-05-01,The Conjuring 2,2016,259693,The Conjuring 2,tt3065204,en,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,115.971,40000000,"Horror, Thriller",http://www.warnerbros.com/conjuring-2,2016-06-08,320392818,134,en,7.28,7142,"New Line Cinema, Dune Entertainment, The Safran Company, Evergreen Media Group, Atomic Monster",US,English
2021-05-01,Sorry to Bother You,2018,424781,Sorry to Bother You,tt5688932,en,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe.",10.021,0,"Fantasy, Science Fiction, Comedy",http://sorrytobotheryou.movie,2018-07-06,0,112,en,6.843,1255,"Cinereach, Significant Productions, MACRO, MNM Creative, The Space Program",US,English
2021-05-01,Sound of Metal,2019,502033,Sound of Metal,tt5363618,en,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",18.39,0,"Drama, Music",https://www.amazon.com/dp/B08KZF3S81,2020-11-20,516520,121,"en, fr",7.75,1954,"Ward Four, Flat 7, Caviar",US,"English, French"
2021-05-01,Knives Out,2019,546554,Knives Out,tt8946378,en,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",62.392,40000000,"Comedy, Crime, Mystery",https://www.lionsgate.com/movies/knives-out,2019-11-27,309232797,131,"es, en",7.856,9481,"Lionsgate, MRC, T-Street Productions",US,"Spanish, English"
2021-05-01,Struggle: The Life and Lost Art of Szukalski,2018,565255,Struggle: The Life and Lost Art of Szukalski,tt9316022,en,"The remarkable life story of the pre-war Polish artist Stanislav Szukalski, documented by the American friends he made late in life.",5.547,0,Documentary,https://www.netflix.com/title/80109551,2018-12-21,0,104,pl,7.532,63,"Appian Way, Norah Films, Film Street","PL, US",Polish
2021-05-01,The Invisible Man,2020,570670,The Invisible Man,tt1051906,en,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",31.318,7000000,"Thriller, Science Fiction, Horror",https://www.theinvisiblemanmovie.com/,2020-02-26,130234661,124,en,7.144,4831,"Universal Pictures, Blumhouse Productions, Goalpost Pictures, Screen Australia, Nervous Tick","AU, US",English
2021-05-01,The Call,2020,481848,The Call of the Wild,tt7504726,en,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",51.041,109000000,"Adventure, Family, Drama",https://family.foxmovies.com/movies/call-of-the-wild,2020-02-19,111105497,100,en,7.575,3001,"3 Arts Entertainment, TSG Entertainment, 20th Century Studios, Halon Entertainment","CA, US",English
2021-05-01,Tenet,2020,577922,Tenet,tt6723592,en,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",66.343,205000000,"Action, Thriller, Science Fiction",https://www.tenetfilm.com/,2020-08-22,363129000,150,"en, et",7.208,7722,"Warner Bros. Pictures, Syncopy","GB, US","English, Estonian"
2021-05-01,The Social Dilemma,2020,656690,The Social Dilemma,tt11464826,en,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",22.053,0,"Documentary, Drama",https://www.thesocialdilemma.com/,2020-01-26,0,94,en,7.502,1297,"Exposure Labs, Argent Pictures, The Space Program",US,English
2021-05-01,The Exorcist,1973,9552,The Exorcist,tt0070047,en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",90.687,11000000,Horror,http://theexorcist.warnerbros.com/,1973-12-26,441306145,122,"de, fr, la, ar, el, en",7.722,6639,"Warner Bros. Pictures, Hoya Productions",US,"German, French, Latin, Arabic, Greek, English"
2021-05-01,The Karate Kid,1984,1885,The Karate Kid,tt0087538,en,"After some violent confrontations with his new classmates, Daniel LaRusso learns karate from Japanese handyman Mr. Miyagi, in order to defend himself.",31.328,8000000,"Action, Family, Drama",https://www.sonypictures.com/movies/thekaratekid0,1984-06-22,130442786,126,en,7.172,3467,"Columbia Pictures, Jerry Weintraub Productions, Delphi II Productions",US,English
2021-05-01,They Don't Wear Black Tie,1981,203158,Eles não usam black-tie,tt0082317,pt,"Otavio is an idealistic union leader trying to organize workers at a factory to resist the company's exploitative practices. His son, Tião, one of the employees, is more of a realist and doesn't want to risk losing his job by striking. This clash of perspectives puts the father and son at odds. Fortunately, Tião's mother, Romana, is on hand to act as a moderator between the two opinionated men.",3.479,0,Drama,,1981-09-28,0,134,pt,8.174,46,"Embrafilme, Leon Hirszman Produções Cinematográficas",BR,Portuguese
2021-05-01,Don't Breathe,2016,300669,Don't Breathe,tt4160708,en,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,74.71,9900000,"Thriller, Horror",https://www.sonypictures.com/movies/dontbreathe,2016-06-08,159047649,89,en,7.004,6443,"Ghost House Pictures, Screen Gems, Stage 6 Films",US,English
2021-05-01,The Girl on the Train,2016,346685,The Girl on the Train,tt3631112,en,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",28.85,45000000,"Thriller, Mystery, Drama",http://www.thegirlonthetrainmovie.com/,2016-10-05,173185859,112,"es, en",6.424,5141,"DreamWorks Pictures, Marc Platt Productions, Reliance Entertainment, Amblin Partners","IN, US","Spanish, English"
2021-05-01,Suburbicon,2017,395458,Suburbicon,tt0491175,en,"In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",14.756,25000000,"Thriller, Crime, Drama, Mystery",,2017-10-26,12751667,105,en,5.862,1496,"Smoke House Pictures, Dark Castle Entertainment, Silver Pictures, Black Bear Pictures, Huahua Media","GB, US",English
2021-05-01,Ingrid Goes West,2017,411741,Ingrid Goes West,tt5962210,en,"Ingrid becomes obsessed with a social network star named Taylor Sloane who seemingly has a perfect life. But when Ingrid decides to drop everything and move west to be Taylor's friend, her behaviour turns unsettling and dangerous.",14.189,0,"Comedy, Drama",http://ingridgoeswestfilm.com,2017-08-11,24931915,97,en,6.434,798,"Star Thrower Entertainment, 141 Entertainment, Mighty Engine",US,English
2021-05-01,Bacurau,2019,446159,Bacurau,tt2762506,pt,"Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps.",15.234,0,"Mystery, Western, Thriller",,2019-08-29,0,131,"en, pt",7.772,892,"ARTE France Cinéma, CNC, SBS Films, Globo Filmes, Símio Filmes, CinemaScópio Produções","BR, FR","English, Portuguese"
2021-05-01,A Quiet Place,2018,447332,A Quiet Place,tt6644200,en,A family is forced to live in silence while hiding from creatures that hunt by sound.,57.772,17000000,"Horror, Drama, Science Fiction",http://aquietplacemovie.com,2018-04-03,340952971,91,en,7.4,12130,"Paramount, Platinum Dunes",US,English
2021-05-01,Us,2019,458723,Us,tt6857112,en,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",33.146,20000000,"Horror, Thriller, Mystery",https://www.usmovie.com,2019-03-14,255105930,116,en,6.974,6242,"Universal Pictures, Blumhouse Productions, QC Entertainment, Monkeypaw Productions",US,English
2021-05-01,The Hunt,2020,514847,The Hunt,tt8244784,en,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",43.555,14000000,"Action, Thriller, Horror",https://www.thehunt.movie/,2020-03-11,42415898,90,"en, ar, hr",6.655,2525,"dentsu, Blumhouse Productions, White Rabbit Productions","US, JP","English, Arabic, Croatian"
2021-05-01,Midsommar,2019,530385,Midsommar,tt8772262,en,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",42.182,9000000,"Horror, Drama, Mystery",https://a24films.com/films/midsommar,2019-07-03,47980982,147,"en, sv",7.142,5340,"B-Reel Films, Square Peg","SE, US","English, Swedish"
2021-05-01,Borat Subsequent Moviefilm,2020,740985,Borat Subsequent Moviefilm,tt13143964,en,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",16.082,0,Comedy,https://www.amazon.com/dp/B08K47YNJH,2020-10-23,0,96,"en, bg, hr, he, hu, ro",6.484,2034,"Amazon Studios, Four by Two Films, Oak Springs Productions",US,"English, Bulgarian, Croatian, Hebrew, Hungarian, Romanian"
