nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_directors
nm0516360,Ken Loach,1936,\N,"director,writer,producer","tt1924394,tt0064541,tt5168192,tt0460989",nm0516360
nm0518836,Kenneth Lonergan,1962,\N,"writer,actor,director","tt4034228,tt0203230,tt0466893,tt0217505",nm0518836
nm0519594,Andrew Loo,\N,\N,"production_manager,producer,miscellaneous","tt1396523,tt10218664,tt1541995,tt0473356",nm0519594
nm0520283,Konstantin Lopushanskiy,1947,\N,"director,writer,script_department","tt0439581,tt0173024,tt2972828,tt0091759",nm0520283
nm0520485,Peter Lord,1953,\N,"producer,animation_department,director","tt0424095,tt0120630,tt0435939,tt0312004",nm0520485
nm0520488,Phil Lord,1975,\N,"producer,writer,director","tt3513498,tt1490017,tt4633694,tt0305011",nm0520488
nm0522393,Nick Love,1969,\N,"writer,producer,director","tt0385705,tt0857190,tt1470827,tt8038720",nm0522393
nm0523932,Ernst Lubitsch,1892,1947,"director,actor,writer","tt0031725,tt0035979,tt0033045,tt0035446",nm0523932
nm0525659,Robert Luketic,1973,\N,"director,producer,writer","tt1142988,tt0250494,tt1103153,tt0369735",nm0525659
nm0525910,Louis Lumière,1864,1948,"producer,director,cinematographer","tt6231346,tt1167665,tt0000014,tt2461054",nm0525910
nm0526199,Kátia Lund,1966,\N,"director,writer,assistant_director","tt10445014,tt0296108,tt0118615,tt0317248",nm0526199
nm0527261,Patrick Lussier,\N,\N,"editor,editorial_department,director","tt1179891,tt1340138,tt1502404,tt0219653",nm0527261
nm0528381,Liam Lynch,1970,\N,"director,soundtrack,music_department","tt0189308,tt0365830,tt0332379,tt0305011",nm0528381
nm0530608,Erik Løchen,1924,1983,"director,writer,editor","tt0214965,tt0214862,tt5717666,tt0052939",nm0530608
nm0531057,Byron Mabe,1932,2001,"actor,director,producer","tt0061329,tt0212017,tt0122886,tt0063631",nm0531057
nm0532235,Seth MacFarlane,1973,\N,"writer,producer,music_department","tt0397306,tt0182576,tt2557490,tt1637725",nm0532235
nm0533284,David Mackenzie,1966,\N,"director,writer,producer","tt2567712,tt0466816,tt1439572,tt2582782",nm0533284
nm0536632,Sharon Maguire,1960,\N,"director,producer,writer","tt0243155,tt0984200,tt1896747,tt1473832",nm0536632
nm0541635,David Mandel,1971,\N,"writer,producer,director","tt0098904,tt0312528,tt0264235,tt1759761",nm0541635
nm0549658,Richard Marquand,1937,1987,"director,producer,writer","tt0086190,tt0089360,tt1043199,tt0107711",nm0549658
nm0551076,Neil Marshall,1970,\N,"producer,director,writer","tt0280609,tt0435625,tt0483607,tt9182964",nm0551076
nm0552371,Gérard Martin,\N,\N,"director,assistant_director,miscellaneous","tt0064121,tt0167579,tt0073471",nm0552371
nm0553942,Steve Martino,1959,\N,"director,miscellaneous,art_department","tt5814534,tt2452042,tt0358082,tt0451079",nm0553942
nm0554890,Juan Martínez Moreno,\N,\N,"writer,assistant_director,director","tt1282257,tt0380323,tt2926810,tt1650555",nm0554890
nm0556044,Masaki Dômoto,\N,\N,director,tt0059936,nm0556044
nm0559564,Toshio Matsumoto,1932,2017,"director,writer,editor","tt0228477,tt0223154,tt0064068,tt0165473",nm0559564
nm0560277,Erik Matti,1970,\N,"writer,director,producer","tt20467864,tt5938084,tt2717558,tt4498800",nm0560277
nm0562266,John Maybury,1958,\N,"director,writer,editor","tt0366627,tt0110967,tt0119577",nm0562266
nm0563301,Craig Mazin,1971,\N,"writer,producer,soundtrack","tt1411697,tt2381991,tt2024432,tt7366338",nm0563301
nm0565336,Tom McCarthy,1966,\N,"actor,producer,writer","tt1606392,tt1895587,tt0857191,tt0340377",nm0565336
nm0567620,John Michael McDonagh,1967,\N,"writer,director,producer","tt2234003,tt3708886,tt1540133",nm0567620
nm0569891,Tom McGrath,1964,\N,"writer,actor,animation_department","tt1911658,tt0351283,tt1277953,tt0479952",nm0569891
nm0570912,Adam McKay,1968,\N,"producer,writer,director","tt11286314,tt1386588,tt6266538,tt1596363",nm0570912
nm0573732,Sean McNamara,1962,\N,"producer,director,writer","tt2828884,tt1596346,tt0206511,tt3233418",nm0573732
nm0573796,John McNaughton,1950,\N,"director,writer,producer","tt0107473,tt0120890,tt0099763,tt0101502",nm0573796
nm0574625,James McTeigue,\N,\N,"director,assistant_director,producer","tt1486192,tt1186367,tt0434409,tt3247714",nm0574625
nm0576298,Olivier Megaton,1965,\N,"director,writer,assistant_director","tt1397280,tt0178655,tt1129442,tt1657507",nm0576298
nm0576987,Fernando Meirelles,1955,\N,"director,producer,writer","tt0317248,tt0387131,tt8404614,tt0861689",nm0576987
nm0577263,Jonas Mekas,1922,2019,"director,cinematographer,editor","tt0262240,tt0058168,tt0209018,tt0057899",nm0577263
nm0578483,Jean-Pierre Melville,1917,1973,"writer,director,actor","tt0053472,tt0062229,tt0055082,tt0054821",nm0578483
nm0580669,James Merendino,1969,\N,"writer,director,producer","tt0133189,tt0276773,tt2836166,tt0238321",nm0580669
nm0583600,Nancy Meyers,1949,\N,"writer,producer,director","tt0457939,tt0081375,tt1230414,tt0337741",nm0583600
nm0584297,Bret Michaels,1963,\N,"soundtrack,producer,actor","tt0119521,tt0356910,tt0390022,tt1336608",nm0584297
nm0586281,Takashi Miike,1960,\N,"director,actor,producer","tt0296042,tt1436045,tt0235198,tt0361668",nm0586281
nm0587955,Bennett Miller,1966,\N,"director,producer,cinematographer","tt1210166,tt0150230,tt1100089,tt0379725",nm0587955
nm0588087,Christopher Miller,1975,\N,"producer,writer,director","tt0305011,tt12614214,tt1490017,tt4633694",nm0588087
nm0588340,Frank Miller,1957,\N,"writer,producer,actor","tt0401792,tt0416449,tt0458481,tt0831887",nm0588340
nm0591450,Rob Minkoff,1962,\N,"producer,director,animation_department","tt0110357,tt0243585,tt0338094,tt0865556",nm0591450
nm0591994,Lexi Alexander,1974,\N,"director,writer,producer","tt0385002,tt19865716,tt0450314,tt0329245",nm0591994
nm0592758,Yukio Mishima,1925,1970,"writer,actor,director","tt0059936,tt0140307,tt0229519,tt0047480",nm0592758
nm0593014,Kenji Misumi,1921,1975,"director,assistant_director,writer","tt0056714,tt0123129,tt0081506,tt0059942",nm0593014
nm0593610,Mike Mitchell,1970,\N,"director,actor,writer","tt0194006,tt3513498,tt0892791,tt0892782",nm0593610
nm0594503,Hayao Miyazaki,1941,\N,"animation_department,director,art_department","tt0245429,tt0119698,tt0096283,tt0347149",nm0594503
nm0596261,José Mojica Marins,1936,2020,"actor,director,writer","tt0060380,tt0059440,tt0077517,tt0923683",nm0596261
nm0600546,Lukas Moodysson,1969,\N,"writer,director,camera_department","tt0150662,tt0203166,tt0300140,tt2364975",nm0600546
nm0601337,Jason Moore,1970,\N,"director,actor,producer","tt2848292,tt1981677,tt4765284,tt1850457",nm0601337
nm0601382,John Moore,1970,\N,"director,camera_department,producer","tt0466909,tt0467197,tt0159273,tt0377062",nm0601382
nm0601619,Michael Moore,1954,\N,"director,producer,writer","tt0386032,tt0310793,tt1232207,tt0361596",nm0601619
nm0601781,Rich Moore,1963,\N,"miscellaneous,director,animation_department","tt5848272,tt0149460,tt2948356,tt1772341",nm0601781
nm0603628,Pierre Morel,1964,\N,"camera_department,cinematographer,director","tt1179034,tt0414852,tt2515034,tt0936501",nm0603628
nm0606597,Iain Morris,1973,\N,"producer,writer,script_department","tt1716772,tt7908628,tt1220617,tt3097204",nm0606597
nm0606688,Judy Morris,1947,\N,"actress,writer,soundtrack","tt1600207,tt0120595,tt0076542,tt0366548",nm0606688
nm0609236,Jonathan Mostow,1961,\N,"director,producer,writer","tt0181852,tt0141926,tt0986263,tt0118771",nm0609236
nm0609549,Greg Mottola,1964,\N,"director,producer,writer","tt1091722,tt1082583,tt0116041,tt0829482",nm0609549
nm0610831,Gabriele Muccino,1967,\N,"director,writer,producer","tt0265930,tt0814314,tt2582502,tt0454921",nm0610831
nm0611683,Russell Mulcahy,1953,\N,"director,producer,writer","tt0432021,tt1567432,tt0091203",nm0611683
nm0613471,Jimmy T. Murakami,1933,2014,"director,animation_department,producer","tt0475527,tt0082509,tt0080421,tt0090315",nm0613471
nm0615592,Andy Muschietti,1973,\N,"producer,director,writer","tt2023587,tt7349950,tt1315885,tt1396484",nm0615592
nm0615780,John Musker,1953,\N,"writer,director,miscellaneous","tt3521164,tt0097757,tt0103639,tt0119282",nm0615780
nm0617130,Daniel Myrick,1963,\N,"writer,director,producer","tt0229260,tt1540011,tt0962711,tt0185937",nm0617130
nm0617588,Georges Méliès,1861,1938,"director,actor,producer","tt0002113,tt0000091,tt0215737,tt0223267",nm0617588
nm0619923,Olivier Nakache,1973,\N,"producer,director,writer","tt1675434,tt1404082,tt8655470,tt5699154",nm0619923
nm0622112,Vincenzo Natali,1969,\N,"art_department,director,producer","tt1017460,tt0123755,tt0284978,tt4687108",nm0622112
nm0625166,Barrie Nelson,\N,\N,"animation_department,director,art_department","tt0078480,tt0082509,tt0107614,tt13328694",nm0625166
nm0625747,Stanley Nelson,1955,\N,"producer,director,writer","tt0094416,tt4316236,tt1558952,tt0180545",nm0625747
nm0627920,Jeff Newitt,\N,\N,"animation_department,director,art_department","tt0206359,tt0120630,tt1430626,tt0424095",nm0627920
nm0629272,Andrew Niccol,1964,\N,"writer,director,producer","tt1517260,tt0119177,tt1637688,tt0120382",nm0629272
nm0629334,McG,1968,\N,"producer,director,miscellaneous","tt0160127,tt0438488,tt11024272,tt0305357",nm0629334
nm0632312,Johannes Stjärne Nilsson,\N,\N,"director,writer,producer","tt3454012,tt0375821,tt1278449,tt0283326",nm0632312
nm0634240,Christopher Nolan,1970,\N,"writer,producer,director","tt1375666,tt0816692,tt0482571,tt6723592",nm0634240
nm0636675,Jehane Noujaim,1974,\N,"director,producer,cinematographer","tt2379442,tt0256408,tt0391024,tt2486682",nm0636675
nm0637615,Gaspar Noé,1963,\N,"director,producer,writer","tt0290673,tt1191111,tt0157016,tt8359848",nm0637615
nm0639321,Dan O'Bannon,1946,2009,"writer,miscellaneous,actor","tt0069945,tt0089907,tt0078748,tt0090605",nm0639321
nm0646644,André Luiz Oliveira,1948,\N,"director,writer,actor","tt0196749,tt0261026,tt0212842,tt0196693",nm0646644
nm0650905,Kenny Ortega,1950,\N,"director,miscellaneous,producer","tt10183988,tt1592748,tt8022928,tt0962726",nm0650905
nm0651706,Mark Osborne,1970,\N,"director,producer,writer","tt0188913,tt1754656,tt0803000,tt0441773",nm0651706
nm0651900,Mamoru Oshii,1951,\N,"director,writer,art_department","tt0113568,tt1056437,tt0267287,tt0347246",nm0651900
nm0655683,José Padilha,1967,\N,"producer,director,writer","tt1555149,tt0861739,tt1234721,tt0340468",nm0655683
nm0661751,Dean Parisot,\N,\N,"director,producer,writer","tt1821694,tt1086064,tt1196948,tt0177789",nm0661751
nm0661791,Park Chan-wook,1963,\N,"producer,director,writer","tt0260991,tt0364569,tt0762073,tt4016934",nm0661791
nm0662529,Oliver Parker,1960,\N,"actor,director,producer","tt1634122,tt0114057,tt0964587,tt0278500",nm0662529
nm0669004,Richard Pearce,1943,\N,"director,cinematographer,producer","tt1286537,tt0406429,tt0079261,tt0082508",nm0669004
nm0671862,Roger Vadim,1928,2000,"writer,director,actor","tt0062711,tt0053002,tt0060271,tt0050929",nm0671862
nm0673051,Nelson Pereira dos Santos,1928,2018,"director,writer,producer","tt0080004,tt0087709,tt0071137,tt0057654",nm0673051
nm0677037,Bob Peterson,1961,\N,"actor,writer,miscellaneous","tt2277860,tt0198781,tt0266543,tt1049413",nm0677037
nm0677880,Elio Petri,1929,1982,"writer,director,actor","tt0136225,tt0061320,tt0065889,tt0066919",nm0677880
nm0677953,Donald Petrie,1954,\N,"director,actor,producer","tt0212346,tt0107050,tt0251127,tt0095690",nm0677953
nm0678772,Cecil Petty,1921,1999,"producer,director,actor","tt0159870,tt0224844,tt1632216,tt2158823",nm0678772
nm0680846,Todd Phillips,1970,\N,"producer,writer,director","tt0215129,tt0302886,tt1231583,tt7286456",nm0680846
nm0681852,Robbie Pickering,\N,\N,"writer,producer,director","tt4158110,tt1621426,tt5460226,tt11834592",nm0681852
nm0684336,Steve Pink,\N,\N,"director,writer,producer","tt0146882,tt1231587,tt0119229,tt2637294",nm0684336
nm0684342,Jan Pinkava,1963,\N,"producer,director,writer","tt0131409,tt0382932,tt0120623,tt0198781",nm0684342
nm0685759,Pitof,1957,\N,"visual_effects,producer,director","tt0164961,tt0112682,tt0327554,tt0118583",nm0685759
nm0687739,Bill Plympton,1946,\N,"director,animation_department,writer","tt2361846,tt0119346,tt0430159,tt1013607",nm0687739
nm0688143,Benoît Poelvoorde,1964,\N,"actor,writer,soundtrack","tt1565958,tt1035736,tt0103905,tt3792960",nm0688143
nm0688636,Laura Poitras,1964,\N,"producer,director,cinematographer","tt1522857,tt4044364,tt4425258",nm0688636
nm0690597,Gillo Pontecorvo,1919,2006,"director,writer,assistant_director","tt0058946,tt0079655,tt0052961,tt0064866",nm0690597
nm0692872,Ted Post,1918,2013,"director,writer,actor","tt0070355,tt0046660,tt0065462,tt0061747",nm0692872
nm0693376,Gerald Potterton,1931,2022,"writer,director,animation_department","tt0059631,tt0055849,tt0063823,tt0082509",nm0693376
nm0695937,Otto Preminger,1905,1986,"director,producer,actor","tt0052561,tt0037008,tt0046359,tt0046828",nm0695937
nm0700301,Robert Pulcini,1964,\N,"director,writer,editor","tt0489237,tt7660850,tt0305206,tt1623742",nm0700301
nm0702797,Steven Quale,\N,\N,"director,assistant_director,miscellaneous","tt0499549,tt1622979,tt0096754,tt2106361",nm0702797
nm0705127,Paul Rachman,1962,\N,"director,editor,producer","tt0166173,tt0160289,tt0163296,tt0419434",nm0705127
nm0707963,Dennison Ramalho,\N,\N,"writer,director,assistant_director","tt0184786,tt1742091,tt7986672,tt2926810",nm0707963
nm0708903,Lynne Ramsay,1969,\N,"director,writer,producer","tt1242460,tt0300214,tt5742374,tt0171685",nm0708903
nm0709056,Peter Ramsey,1962,\N,"art_department,director,producer","tt4633694,tt0181689,tt1446192,tt0298814",nm0709056
nm0710020,Joe Ranft,1960,2005,"art_department,writer,actor","tt0317219,tt0092695,tt0114709,tt0120363",nm0710020
nm0711840,Brett Ratner,1969,\N,"producer,director,music_department","tt1267297,tt0289765,tt0120812,tt0376994",nm0711840
nm0712947,Nicholas Ray,1911,1979,"director,writer,actor","tt0079261,tt0075675,tt0048545,tt0042593",nm0712947
nm0715346,Carol Reed,1906,1976,"director,producer,assistant_director","tt0041959,tt0039677,tt0063385,tt0040338",nm0715346
nm0715636,Peyton Reed,1964,\N,"director,producer,actor","tt0478970,tt5095030,tt0204946,tt1068680",nm0715636
nm0716257,Matt Reeves,1966,\N,"producer,writer,director","tt3450958,tt1877830,tt1228987,tt2103281",nm0716257
nm0716347,Nicolas Winding Refn,1970,\N,"writer,director,producer","tt1974419,tt0862467,tt1602613,tt0780504",nm0716347
nm0717025,François Reichenbach,1921,1993,"director,cinematographer,writer","tt0140808,tt0073146,tt0056635,tt0234497",nm0717025
nm0717603,Halina Reijn,1975,\N,"actress,producer,writer","tt8110652,tt8386898,tt0389557,tt0985699",nm0717603
nm0718646,Jason Reitman,1977,\N,"producer,director,writer","tt1193138,tt1967545,tt0467406,tt0427944",nm0718646
nm0719208,Chris Renaud,\N,\N,"producer,actor,director","tt2293640,tt1690953,tt1482459,tt1323594",nm0719208
nm0720297,Alain Resnais,1922,2014,"director,editor,writer","tt0052893,tt0119828,tt1156143,tt0081176",nm0720297
nm0732430,Bruce Robinson,1946,\N,"actor,writer,director","tt0087553,tt0063518,tt0094336,tt0104549",nm0732430
nm0733790,Glauber Rocha,1939,1981,"director,writer,producer","tt0080910,tt0062352,tt0058006,tt0064256",nm0733790
nm0736622,Seth Rogen,1982,\N,"producer,actor,writer","tt1245492,tt0910936,tt0829482,tt1700841",nm0736622
nm0737442,Todd Rohal,\N,\N,"director,writer,editor","tt5467814,tt3394946,tt1772371,tt6351616",nm0737442
nm0742819,Rick Rosenthal,1949,\N,"director,producer,actor","tt0082495,tt0085210,tt0096635,tt3502262",nm0742819
nm0742940,Francesco Rosi,1922,2015,"writer,director,assistant_director","tt0059459,tt0051530,tt0055399,tt0074262",nm0742940
nm0743093,Mark Rosman,1959,\N,"director,writer,producer","tt0356470,tt0119380,tt4815862,tt1232783",nm0743093
nm0744834,Eli Roth,1972,\N,"producer,actor,writer","tt0303816,tt0450278,tt0361748,tt0462322",nm0744834
nm0745247,Rodney Rothman,\N,\N,"writer,producer,director","tt3960412,tt0800039,tt2294449,tt4633694",nm0745247
nm0751577,Anthony Russo,1970,\N,"producer,director,writer","tt4154756,tt3498820,tt1843866,tt4154796",nm0751577
nm0751648,Joe Russo,1971,\N,"producer,director,writer","tt6710474,tt4154756,tt1843866,tt4154796",nm0751648
nm0754678,Paul Sabella,\N,\N,"producer,animation_department,production_manager","tt2234534,tt0082509,tt0158428,tt0081933",nm0754678
nm0757858,Carlos Saldanha,1965,\N,"director,producer,actor","tt0268380,tt0438097,tt1436562,tt2357291",nm0757858
nm0759207,Victor Salva,1958,\N,"writer,director,producer","tt0263488,tt0301470,tt0114168,tt0171698",nm0759207
nm0760508,Rachel Samuels,\N,\N,"director,writer,producer","tt2133559,tt0772165,tt0167379,tt0155425",nm0760508
nm0761498,Chris Sanders,1962,\N,"writer,actor,animation_department","tt0892769,tt0120762,tt0275847,tt0481499",nm0761498
nm0764601,Miguel Sapochnik,1974,\N,"director,producer,writer","tt0944947,tt3420504,tt1053424,tt11198330",nm0764601
nm0768959,Dan Scanlon,1976,\N,"miscellaneous,producer,writer","tt1437330,tt7146812,tt3606756,tt1453405",nm0768959
nm0769840,Jeff Schaffer,\N,\N,"producer,writer,director","tt0098904,tt0264235,tt0312528,tt0356150",nm0769840
nm0777498,Louie Schwartzberg,\N,\N,"visual_effects,director,cinematographer","tt2896898,tt1222816,tt6953912,tt0381006",nm0777498
nm0777881,Robert Schwentke,1968,\N,"director,writer,soundtrack","tt1245526,tt0790736,tt6763252,tt0297871",nm0777881
nm0780643,T. Sean Shannon,\N,\N,"writer,producer,director","tt0072562,tt1041753,tt4734116,tt0500149",nm0780643
nm0781842,Peter Segal,1962,\N,"director,producer,writer","tt0425061,tt0110622,tt8242084,tt2126357",nm0781842
nm0786987,Rogério Sganzerla,1946,2004,"director,writer,producer","tt0145100,tt0144782,tt0145115,tt0389377",nm0786987
nm0791899,Larisa Shepitko,1938,1979,"director,writer,actress","tt0062026,tt0075404,tt0067894,tt0129658",nm0791899
nm0795528,Esfir Shub,1894,1959,"editor,director,writer","tt2678846,tt2700646,tt2678618,tt2678736",nm0795528
nm0796117,M. Night Shyamalan,1970,\N,"producer,director,writer","tt0167404,tt0286106,tt0452637,tt0368447",nm0796117
nm0796923,Don Siegel,1912,1991,"director,producer,editorial_department","tt0077745,tt0049366,tt0079116,tt0066999",nm0796923
nm0798899,David Silverman,1957,\N,"producer,animation_department,miscellaneous","tt0096697,tt0198781,tt0462538,tt0107978",nm0798899
nm0800800,Ola Simonsson,\N,\N,"writer,director,producer","tt0375821,tt1278449,tt0950769,tt0283326",nm0800800
nm0811583,Zack Snyder,1966,\N,"director,producer,writer","tt12361974,tt0416449,tt0451279,tt0409459",nm0811583
nm0813164,Peter Sollett,1976,\N,"director,writer,cinematographer","tt0240507,tt0316188,tt0981227,tt1658801",nm0813164
nm0814085,Stephen Sommers,1962,\N,"producer,writer,director","tt0120616,tt0118956,tt1046173,tt1767354",nm0814085
nm0814469,Sion Sono,1961,\N,"director,writer,actor","tt2409302,tt0312843,tt13245934,tt1128075",nm0814469
nm0818485,Matt Spicer,1984,\N,"producer,director,writer","tt10271642,tt1379711,tt2553114,tt5962210",nm0818485
nm0820461,Malcolm St. Clair,1897,1952,"director,actor,writer","tt0020404,tt0016935,tt0027473,tt0018680",nm0820461
nm0820934,Anthony Stacchi,\N,\N,"director,animation_department,visual_effects","tt0099653,tt0400717,tt0787474,tt0102803",nm0820934
nm0821432,Chad Stahelski,1968,\N,"stunts,actor,producer","tt0234215,tt10838180,tt3498820,tt2911666",nm0821432
nm0828970,John Stevenson,\N,\N,"art_department,animation_department,director","tt0351283,tt0298148,tt0441773,tt0126029",nm0828970
nm0831349,Jack Stokes,1920,2013,"director,animation_department,art_department","tt0058790,tt0063823,tt0119947,tt0082509",nm0831349
nm0831557,Nicholas Stoller,1976,\N,"producer,writer,director","tt2281587,tt4624424,tt1204342,tt4438848",nm0831557
nm0833779,Colin Strause,1976,\N,"visual_effects,director,producer","tt1675192,tt2126355,tt0758730,tt1564585",nm0833779
nm0833780,Greg Strause,1975,\N,"visual_effects,director,producer","tt1564585,tt0319262,tt0758730,tt1675192",nm0833780
nm0835799,Mel Stuart,1928,2012,"producer,director,writer","tt0236702,tt0072582,tt0054050,tt0067992",nm0835799
nm0836328,John Sturges,1910,1992,"director,producer,editor","tt0050468,tt0057115,tt0054047,tt0047849",nm0836328
nm0840905,Jan Svankmajer,1934,\N,"director,writer,production_designer","tt0228687,tt0109781,tt1352765,tt0095715",nm0840905
nm0844301,Julian Harris,\N,\N,"animation_department,art_department,director","tt0454349,tt0218766,tt0082509,tt0122813",nm0844301
nm0844896,Eduardo Sánchez,1968,\N,"director,producer,writer","tt0185937,tt0229260,tt1988621,tt2450186",nm0844896
nm0846369,Christian Tafdrup,1978,\N,"actor,writer,director","tt1233198,tt5078330,tt14253846,tt6286796",nm0846369
nm0848414,Lee Tamahori,1950,\N,"director,assistant_director,sound_department","tt0119051,tt0110729,tt0435705,tt0246460",nm0848414
nm0849164,Loveleen Tandan,\N,\N,"casting_director,assistant_director,casting_department","tt0265343,tt0253177,tt0402399,tt1010048",nm0849164
nm0850601,Béla Tarr,1955,\N,"producer,director,miscellaneous","tt0095475,tt0249241,tt0111341,tt1316540",nm0850601
nm0850733,Genndy Tartakovsky,1970,\N,"producer,writer,director","tt0115157,tt10332508,tt0278238,tt1709198",nm0850733
nm0851537,Norman Taurog,1899,1981,"director,writer,miscellaneous","tt0045102,tt0029942,tt0029844,tt0022397",nm0851537
nm0851724,Bertrand Tavernier,1941,2021,"director,writer,producer","tt0088318,tt0115822,tt0071622,tt0186730",nm0851724
nm0851930,Alan Taylor,1965,\N,"director,producer,writer","tt1981115,tt0944947,tt1340138,tt0282768",nm0851930
nm0853238,Tate Taylor,1969,\N,"actor,producer,director","tt3631112,tt7958736,tt1454029,tt2473602",nm0853238
nm0855446,Shûji Terayama,1935,1983,"writer,director,producer","tt0071406,tt7946422,tt0088041,tt0078386",nm0855446
nm0856267,Hiroshi Teshigahara,1927,2001,"director,writer,producer","tt0098204,tt0058625,tt0203612,tt0061065",nm0856267
nm0858525,Betty Thomas,1947,\N,"actress,director,producer","tt0455967,tt0159879,tt0098519,tt0191754",nm0858525
nm0861703,Richard Thorpe,1896,1991,"director,writer,actor","tt0019519,tt0015852,tt0045966,tt0044760",nm0861703
nm0862211,Michael Thurmeier,\N,\N,"director,animation_department,writer","tt5814534,tt0268380,tt0137523,tt3416828",nm0862211
nm0862911,Greg Tiernan,1965,\N,"director,animation_department,art_department","tt0090633,tt1620981,tt0096787,tt1700841",nm0862911
nm0864775,Johnnie To,1955,\N,"producer,director,writer","tt2165735,tt0414931,tt0969269,tt0434008",nm0864775
nm0865918,Éric Toledano,1971,\N,"writer,producer,director","tt1675434,tt8655470,tt5699154,tt1404082",nm0865918
nm0867104,Andrea Tonacci,1944,2016,"director,producer,writer","tt3914546,tt0210576,tt0922605,tt0201450",nm0867104
nm0868153,Giuseppe Tornatore,1956,\N,"writer,director,actor","tt0120731,tt0213847,tt1924396,tt0095765",nm0868153
nm0868219,Guillermo del Toro,1964,\N,"writer,producer,director","tt1663662,tt5580390,tt0167190,tt0457430",nm0868219
nm0869664,Jacques Tourneur,1904,1977,"director,assistant_director,editor","tt0039689,tt0036027,tt0050766,tt0034587",nm0869664
nm0870469,Dan Trachtenberg,\N,\N,"music_department,director,writer","tt2085059,tt11866324,tt1190634,tt1179933",nm0870469
nm0871428,Pete Travis,\N,\N,"director,writer","tt0408056,tt1343727,tt0443274,tt2515034",nm0871428
nm0871860,Jeff Tremaine,1966,\N,"writer,producer,director","tt0800325,tt11466222,tt3063516,tt0322802",nm0871860
nm0875354,Shin'ya Tsukamoto,1960,\N,"actor,director,writer","tt0096251,tt0417243,tt0296042,tt0114690",nm0875354
nm0875453,Kazuya Tsurumaki,1966,\N,"animation_department,director,art_department","tt2458948,tt0856824,tt0169858,tt0279077",nm0875453
nm0875659,Antonio Tublen,\N,\N,"editor,composer,director","tt7624934,tt2660332,tt1261052",nm0875659
nm0878756,Tom Tykwer,1965,\N,"producer,writer,composer","tt4378376,tt1371111,tt0396171,tt0130827",nm0878756
nm0878763,Morten Tyldum,1967,\N,"director,producer,editor","tt0371589,tt1355644,tt2084970,tt1614989",nm0878763
nm0881279,Lee Unkrich,1967,\N,"editorial_department,editor,miscellaneous","tt2380307,tt0435761,tt0266543,tt0120363",nm0881279
nm0887351,Pino Van Lamsweerde,1940,2020,"animation_department,art_department,director","tt0082509,tt0090667,tt0085379,tt0417311",nm0887351
nm0891216,Matthew Vaughn,1971,\N,"producer,director,writer","tt1270798,tt1250777,tt2802144,tt0375912",nm0891216
nm0893659,Gore Verbinski,1964,\N,"director,producer,writer","tt0325980,tt1192628,tt1210819,tt4731136",nm0893659
nm0895048,Dziga Vertov,1896,1954,"director,writer,editor","tt2424298,tt0019760,tt0025911,tt0017376",nm0895048
nm0896542,King Vidor,1894,1982,"director,writer,producer","tt0022436,tt0019379,tt0018806,tt0019959",nm0896542
nm0897118,Jean Vigo,1905,1934,"writer,director,editor","tt0021576,tt12578730,tt0024844,tt0024803",nm0897118
nm0898288,Denis Villeneuve,1967,\N,"director,writer,editor","tt1160419,tt1255953,tt2543164,tt1856101",nm0898288
nm0899121,Thomas Vinterberg,1969,\N,"director,writer,actor","tt0154420,tt1322385,tt2106476,tt10288566",nm0899121
nm0900712,Frantisek Vlácil,1924,1999,"director,writer,actor","tt0122770,tt0122371,tt0063278,tt0076765",nm0900712
nm0905152,Lilly Wachowski,1967,\N,"writer,producer,director","tt1617661,tt0133093,tt0234215,tt0115736",nm0905152
nm0905154,Lana Wachowski,1965,\N,"writer,producer,director","tt0133093,tt0234215,tt0115736,tt1617661",nm0905154
nm0905592,Jeff Wadlow,1976,\N,"producer,writer,director","tt1542768,tt6772950,tt1650554,tt2188671",nm0905592
nm0906476,David Wain,1969,\N,"writer,actor,producer","tt0430922,tt0243655,tt1325113,tt9850952",nm0906476
nm0908824,Randall Wallace,1949,\N,"writer,producer,director","tt0213149,tt0112573,tt0277434,tt1028576",nm0908824
nm0912849,Harold P. Warren,1923,1985,"writer,director,actor",tt0060666,nm0912849
nm0914132,Mark Waters,1964,\N,"writer,miscellaneous","tt0416236,tt0821640,tt1686821,tt1022603",nm0914132
nm0914386,Peter Watkins,1935,\N,"director,writer,editor","tt0257497,tt0123373,tt0059894,tt0062155",nm0914386
nm0915304,Scott Waugh,1970,\N,"stunts,producer,director","tt2369135,tt5503688,tt0295701,tt1591479",nm0915304
nm0917188,Chris Wedge,1957,\N,"actor,producer,director","tt0848537,tt0268380,tt1667889,tt0358082",nm0917188
nm0917405,Apichatpong Weerasethakul,1970,\N,"director,writer,editor","tt8399288,tt0477731,tt1588895,tt2818654",nm0917405
nm0919363,Chris Weitz,1969,\N,"producer,writer,miscellaneous","tt0276751,tt0385752,tt0356910,tt3748528",nm0919363
nm0919369,Paul Weitz,1965,\N,"producer,writer,director","tt0385267,tt4270516,tt0276751,tt0450405",nm0919369
nm0922115,Jake West,1972,\N,"director,editor,cinematographer","tt1935896,tt0383353,tt1023500,tt0159693",nm0922115
nm0922346,Simon West,1961,\N,"producer,director,actor","tt2231253,tt0146316,tt0144214,tt0118880",nm0922346
