nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,id_directors
nm1731937,Alex Kendrick,1970,\N,"actor,writer,producer","tt0805526,tt0425027,tt1129423,tt1630036",nm1731937
nm1732981,Martin McDonagh,1970,\N,"writer,director,producer","tt1931533,tt11813216,tt5027774,tt0780536",nm1732981
nm1737383,Jessica Joy Wise,\N,\N,"producer,director,miscellaneous","tt1086390,tt1086286,tt2415688,tt1086317",nm1737383
nm1738698,Laís Bodanzky,1969,\N,"director,producer,writer","tt5631456,tt0977642,tt1054677,tt9225812",nm1738698
nm1760830,Kyle Newacheck,1984,\N,"writer,producer,director","tt3317234,tt1618434,tt1610527,tt7908628",nm1760830
nm1783265,Tim Miller,1964,\N,"producer,writer,director","tt0425410,tt9561862,tt6450804,tt1431045",nm1783265
nm1793079,Fede Alvarez,1978,\N,"writer,producer,director","tt4160708,tt6246322,tt5177088,tt1288558",nm1793079
nm1802294,Banjong Pisanthanakun,1979,\N,"writer,director,actor","tt13446168,tt0440803,tt1725995,tt0484090",nm1802294
nm1805204,Fellipe Barbosa,1980,\N,"director,editor,writer","tt0923885,tt6805354,tt9025112,tt3474994",nm1805204
nm1837748,Josh Boone,1979,\N,"writer,producer,director","tt4682266,tt2582846,tt1831804",nm1837748
nm1844237,Chris Miller,1968,\N,"actor,animation_department,director","tt1277953,tt0413267,tt1911658,tt0448694",nm1844237
nm1847711,David Morley,\N,\N,"director,writer,producer","tt0449628,tt7349016,tt2348394,tt1146320",nm1847711
nm1853544,Pierre Coffin,1967,\N,"director,writer,actor","tt2293640,tt1690953,tt1323594,tt3469046",nm1853544
nm1854288,Chris Nash,\N,\N,"special_effects,director,writer","tt4255304,tt2104065,tt2926810,tt7188978",nm1854288
nm1879589,Nelson McCormick,\N,\N,"director,producer,writer","tt0926129,tt4209256,tt0814335,tt0455275",nm1879589
nm1883583,Yoshihiro Nishimura,1967,\N,"make_up_department,special_effects,producer","tt6063024,tt1183732,tt1935896,tt0153161",nm1883583
nm1887480,Aaron Nee,\N,\N,"animation_department,director,art_department","tt4048668,tt0497401,tt0427340,tt13320622",nm1887480
nm1890845,Sean Anders,\N,\N,"writer,director,producer","tt7401588,tt5657846,tt1528854,tt1232200",nm1890845
nm1924019,Rodrigo Sopeña,1977,\N,"writer,director,editorial_department","tt10498178,tt3373958,tt0762125,tt1016301",nm1924019
nm1939445,Tim Postins,1975,\N,"producer,writer,director","tt6182460,tt15673368,tt1946864,tt1942157",nm1939445
nm1950086,Greta Gerwig,1983,\N,"actress,writer,producer","tt2872462,tt2347569,tt1234654,tt4925292",nm1950086
nm1977355,Nathan Greno,1975,\N,"actor,art_department,director","tt0398286,tt2112281,tt2245084,tt0396555",nm1977355
nm1980431,Michael Chaves,\N,\N,"director,writer,visual_effects","tt7069210,tt4913966,tt5282528,tt5192436",nm1980431
nm1989536,Marc Webb,1974,\N,"producer,director,writer","tt4481414,tt1022603,tt0948470,tt4094300",nm1989536
nm2023590,Kevin Phillips,\N,\N,"cinematographer,camera_department,director","tt4627174,tt5112578,tt11616194",nm2023590
nm2030556,Barry Battles,\N,\N,"director,writer,editor","tt6135826,tt8095034,tt1836944",nm2030556
nm2093171,Damien Leone,\N,\N,"special_effects,make_up_department,director","tt4281724,tt2018130,tt3295482,tt10403420",nm2093171
nm2101710,Lancelot Oduwa Imasuen,1971,\N,"actor,director,producer","tt15701484,tt2926810,tt1776933,tt15964934",nm2101710
nm2105129,Angelo Defanti,1983,\N,"writer,director,producer","tt2299377,tt2333330,tt7554982,tt8608144",nm2105129
nm2125482,Chloé Zhao,1982,\N,"writer,director,producer","tt6217608,tt9032400,tt3566788,tt9770150",nm2125482
nm2128335,J Blakeson,\N,\N,"director,writer,producer","tt2304933,tt1379177,tt6128262,tt9893250",nm2128335
nm2130108,Bob Persichetti,\N,\N,"animation_department,art_department,director","tt4633694,tt0298148,tt1754656,tt0448694",nm2130108
nm2149571,Adamo P. Cultraro,1973,\N,"producer,director,writer","tt1193473,tt1458915,tt1540784,tt1412542",nm2149571
nm2153088,Gareth Evans,\N,\N,"producer,writer,director","tt2450186,tt1899353,tt6217306,tt2265171",nm2153088
nm2161504,Craig Phillips,\N,\N,"writer,producer,editor","tt1236486,tt0382488,tt10288076,tt1547129",nm2161504
nm2207625,Kleber Mendonça Filho,1968,\N,"director,writer,editor","tt2190367,tt5221584,tt1817292,tt2762506",nm2207625
nm2289860,Juliano Dornelles,\N,\N,"production_designer,producer,director","tt4009834,tt2417774,tt5221584,tt2762506",nm2289860
nm2293201,Marcos Jorge,\N,\N,"writer,director,camera_department","tt15685142,tt12076024,tt1039960,tt2116973",nm2293201
nm2305431,Oren Peli,\N,\N,"producer,writer,director","tt1179904,tt1836195,tt1991245,tt1519461",nm2305431
nm2320658,Don Hall,1969,\N,"writer,director,animation_department","tt2245084,tt0396555,tt1449283,tt5109280",nm2320658
nm2333129,Ireneusz Dobrowolski,1964,\N,"director,writer,actor","tt1972740,tt1278419,tt9316022,tt0828105",nm2333129
nm2341611,Jeff Orlowski-Yang,1984,\N,"camera_department,producer,cinematographer","tt6333054,tt0945345,tt11464826,tt1579361",nm2341611
nm2366012,Matt Bettinelli-Olpin,\N,\N,"actor,director,producer","tt4935334,tt7798634,tt11245972,tt2105044",nm2366012
nm2375643,Yoann-Karl Whissell,\N,\N,"actor,writer,director","tt3672742,tt5774450,tt6105136,tt6097798",nm2375643
nm2376614,Alexandre Bustillo,1975,\N,"writer,director","tt11686490,tt2926810,tt0856288,tt2473750",nm2376614
nm2377436,Anouk Whissell,\N,\N,"writer,director,actress","tt2622540,tt5774450,tt3672742,tt2622504",nm2377436
nm2377660,Julien Maury,\N,\N,"writer,director,cinematographer","tt2926810,tt0856288,tt11686490,tt2473750",nm2377660
nm2379331,François Simard,\N,\N,"director,writer,actor","tt6097798,tt5774450,tt6105136,tt3672742",nm2379331
nm2406731,Bryan Fogel,\N,\N,"director,producer,writer","tt6333060,tt7235270,tt11382384,tt0878814",nm2406731
nm2410311,Dean Israelite,1984,\N,"director,writer,producer","tt1391559,tt3717490,tt2436386,tt11947264",nm2410311
nm2419470,Tyler Gillett,\N,\N,"cinematographer,director,camera_department","tt2085061,tt2105044,tt11245972,tt7798634",nm2419470
nm2482088,Tommy Wirkola,1979,\N,"writer,director,actor","tt1536537,tt2832470,tt1428538,tt1278340",nm2482088
nm2499666,James Swirsky,\N,\N,"director,cinematographer,editor","tt1942884,tt0860922,tt14210872,tt5998218",nm2499666
nm2530291,Evan Morgan,\N,\N,"writer,director,actor","tt1798091,tt8980602,tt2334896,tt1946463",nm2530291
nm2577199,Chris Peckover,\N,\N,"director,writer,producer","tt4443658,tt1468381",nm2577199
nm2585406,Simon McQuoid,\N,\N,"director,producer",tt0293429,nm2585406
nm2596725,David Blue Garcia,\N,\N,"cinematographer,camera_department,producer","tt8257900,tt12070050,tt11755740,tt7208564",nm2596725
nm2609807,Kelly Fremon Craig,\N,\N,"writer,producer,director","tt1878870,tt1142433,tt9185206,tt0999896",nm2609807
nm2610231,Zal Batmanglij,\N,\N,"writer,director,producer","tt15227418,tt1869716,tt4635282,tt1748207",nm2610231
nm2618764,Gerard McMurray,\N,\N,"director,producer,writer","tt6133466,tt1887675,tt2334649,tt5826432",nm2618764
nm2629172,Aaron Aites,\N,2016,"director,editorial_department,producer","tt2201488,tt1785612,tt1014809,tt4282808",nm2629172
nm2639032,Jason Eisener,\N,\N,"director,producer,writer","tt3672742,tt9159144,tt2450186,tt1640459",nm2639032
nm2648685,Mike Cahill,1979,\N,"visual_effects,editor,director","tt1549572,tt2884206,tt0435609,tt10333426",nm2648685
nm2674307,Patrick Brice,1983,\N,"director,writer,actor","tt1862079,tt3844362,tt3654796,tt2428170",nm2674307
nm2676052,Joseph Kosinski,1974,\N,"director,writer,producer","tt1483013,tt1745960,tt3829920,tt1104001",nm2676052
nm2725627,Steven Kostanski,\N,\N,"make_up_department,director,producer","tt1535616,tt4255304,tt11252440,tt1727261",nm2725627
nm2782185,Rupert Sanders,1971,\N,"director,writer,producer","tt1340094,tt1735898,tt1219827,tt2193628",nm2782185
nm2816668,Matthew Robinson,1978,\N,"writer,director,actor","tt2222042,tt7547410,tt5617712,tt1058017",nm2816668
nm2896727,Michael White Jr.,\N,\N,"director,actor,writer","tt10288076,tt5870260,tt1236486,tt2091286",nm2896727
nm2942187,Darius Marder,\N,\N,"editorial_department,writer,editor","tt1817273,tt5363618,tt3283588,tt1246588",nm2942187
nm2970236,Cody Calahan,\N,\N,"producer,art_director,camera_department","tt5810122,tt11778118,tt10743534,tt2772092",nm2970236
nm2985800,Doug Robert Brown,1983,\N,"producer,director,writer","tt7954282,tt1220877,tt3576004,tt11078750",nm2985800
nm3009132,Jerome Sable,\N,\N,"director,writer,producer","tt1632641,tt2926810,tt1405781,tt2190838",nm3009132
nm3042028,Bruno Samper,\N,\N,"writer,director,miscellaneous","tt20225374,tt2208216,tt2926810,tt1245721",nm3042028
nm3043504,Kristina Buozyte,1982,\N,"director,writer,producer","tt2208216,tt2926810,tt1245721,tt20225374",nm3043504
nm3102998,Bo Burnham,1990,\N,"actor,writer,soundtrack","tt9620292,tt7014006,tt5462602,tt14544192",nm3102998
nm3125415,Kimo Stamboel,\N,\N,"director,producer,writer","tt1447791,tt10656188,tt1454454,tt2409300",nm3125415
nm3189793,Alexandros Avranas,\N,\N,"director,writer,producer","tt1321505,tt1901024,tt6280810,tt3078242",nm3189793
nm3211470,Robert Eggers,1983,\N,"production_designer,director,writer","tt1330057,tt4263482,tt11138512,tt7984734",nm3211470
nm3215397,Daniel Scheinert,1987,\N,"director,actor,miscellaneous","tt6710474,tt9356952,tt4034354",nm3215397
nm3227090,Damien Chazelle,1985,\N,"producer,writer,director","tt2582802,tt3783958,tt1179933,tt1213641",nm3227090
nm3230448,Tom Gormican,\N,\N,"writer,producer,director","tt6053538,tt1800246",nm3230448
nm3304468,John Maclean,\N,\N,"soundtrack,director,writer","tt0146882,tt3205376,tt1950304,tt1403981",nm3304468
nm3311094,Keishi Otomo,\N,\N,"director,writer","tt0956322,tt3029556,tt1979319,tt3029558",nm3311094
nm3360961,Jorge Blanco,\N,\N,"director,writer,visual_effects","tt0111920,tt0762125,tt0390699,tt2857458",nm3360961
nm3363032,Ryan Coogler,1986,\N,"producer,writer,director","tt9784798,tt3076658,tt1825683,tt2334649",nm3363032
nm3371961,Javier Abad,\N,\N,"director,writer,actor","tt5040624,tt19626050,tt7214954,tt0762125",nm3371961
nm3453283,Dan Kwan,1988,\N,"director,actor,writer","tt11394330,tt6710474,tt4034354",nm3453283
nm3462228,Blake Freeman,\N,\N,"writer,director,producer","tt1893400,tt2312184,tt1884369,tt1612317",nm3462228
nm3464186,Timo Tjahjanto,\N,\N,"writer,director,producer","tt8765496,tt2409300,tt6116856,tt2450186",nm3464186
nm3483756,Marcos Martínez,\N,\N,"director,writer,animation_department","tt0111920,tt0762125,tt2857458,tt6428676",nm3483756
nm3522076,Aharon Keshales,1976,\N,"writer,director,editor","tt11284502,tt2309224,tt8368408,tt1754000",nm3522076
nm3525467,Petra Costa,1983,\N,"producer,director,writer","tt4160256,tt1471212,tt6016744,tt2475154",nm3525467
nm3609300,Sylvia Soska,1983,\N,"actress,director,writer","tt3106120,tt4787000,tt5628902,tt1959332",nm3609300
nm3609341,Jen Soska,1983,\N,"actress,director,writer","tt3106120,tt5628902,tt1959332,tt4787000",nm3609341
nm3628491,Danilo Gentili,1979,\N,"writer,miscellaneous,actor","tt8753660,tt12093106,tt4240728,tt6791886",nm3628491
nm3646390,Jonathan del Val,\N,\N,"animation_department,director","tt1690953,tt1482459,tt1323594,tt5113044",nm3646390
nm3771823,Daniel Goldhaber,\N,\N,"director,writer,producer","tt21440780,tt2989574,tt8361028,tt2282864",nm3771823
nm3792134,Aneesh Chaganty,\N,\N,"writer,director,producer","tt2191118,tt8633478,tt7668870,tt10855768",nm3792134
nm3868633,Severin Fiala,1985,\N,"writer,director,actor","tt9000184,tt3086442,tt7347846,tt5618554",nm3868633
nm3950520,Jason Howden,\N,\N,"visual_effects,director,writer","tt0120737,tt0848228,tt6902676,tt3705412",nm3950520
nm4014166,Cathy Yan,\N,\N,"director,producer,writer","tt4874494,tt7476810,tt7713068,tt7660850",nm4014166
nm4055378,Hajime Ohata,\N,\N,"director,writer,editor","tt2285481,tt2926810,tt2424424,tt3763830",nm4055378
nm4074404,Leigh Janiak,1980,\N,"director,writer,miscellaneous","tt6566576,tt3177316,tt9701942,tt9701940",nm4074404
nm4142927,Navot Papushado,1980,\N,"writer,director,editor","tt2309224,tt1754000,tt8368408",nm4142927
nm4170048,Ari Aster,1986,\N,"director,writer,actor","tt13521006,tt8772262,tt7784604,tt1772398",nm4170048
nm4469445,Julia Ducournau,1983,\N,"director,writer,script_department","tt8068860,tt1937202,tt4954522,tt10944760",nm4469445
nm4775561,Jeffrey Eugene Hoch,\N,\N,"director,writer,editor","tt2382011,tt2112986",nm4775561
nm4958428,Christina Sotta,\N,\N,"art_department,director,animation_department","tt11079148,tt1641384,tt7658402,tt13676256",nm4958428
nm5106831,Michael Rianda,1984,\N,"miscellaneous,actor,writer","tt2735474,tt1865718,tt7979580,tt2735464",nm5106831
nm5205122,Simon Klose,1975,\N,"cinematographer,producer,director","tt5009270,tt6881322,tt2608732,tt6607730",nm5205122
nm5255757,Karim Amer,\N,\N,"producer,director,writer","tt15131600,tt4736550,tt2486682,tt11581682",nm5255757
nm5278146,Aaron Hann,\N,\N,"director,writer,cinematographer","tt2401798,tt3118452",nm5278146
nm5278427,Mario Miscione,\N,\N,"producer,writer,director","tt13372944,tt2401798,tt3118452,tt5600406",nm5278427
nm5358492,Kemp Powers,\N,\N,,"tt2948372,tt10612922,tt5700106,tt5171438",nm5358492
nm5396854,Jeon Go-Woon,\N,\N,"writer,director,producer","tt3587834,tt8191502,tt10027990,tt2556228",nm5396854
nm5577948,Steven V. Vasquez Jr.,\N,\N,"producer,director,editorial_department","tt12186860,tt12187178,tt12634172,tt9389546",nm5577948
nm5820154,Ilya Naishuller,1983,\N,"director,producer,writer","tt7888964,tt3072482",nm5820154
nm6247887,David Sandberg,\N,\N,"director,actor,writer","tt3472226,tt5765844,tt6197070",nm6247887
nm6394566,Adirley Queirós,\N,\N,"director,writer,producer","tt7173890,tt17550726,tt3634636,tt4287610",nm6394566
nm6470216,Mimi Cave,\N,\N,"director,writer,art_director","tt4730120,tt13403046,tt3045628",nm6470216
nm6676487,Jeff Rowe,\N,\N,"writer,director,actor","tt8589698,tt7979580,tt5363918,tt1865718",nm6676487
nm6682860,Leonardo Liberti,\N,\N,"director,writer","tt8134134,tt13066430",nm6682860
nm7441402,Todd William Nelson,\N,\N,"director,writer,miscellaneous","tt0092416,tt0412797,tt0286184,tt0137223",nm7441402
nm7681231,Emma Seligman,\N,\N,"director,writer,producer","tt17527468,tt11317142,tt14500910,tt7819110",nm7681231
nm8060038,Wolfgang Matzl,\N,\N,"visual_effects,director,animation_department","tt2926810,tt5647758,tt6798320,tt3977848",nm8060038
nm9054338,Steve Hickner,\N,\N,"art_department,animation_department,director","tt0120794,tt0389790,tt0112453,tt0097757",nm9054338
nm9451696,Andrew Patterson,\N,\N,"director,writer,editor",tt6803046,nm9451696
nm9478963,Thiago Foresti,\N,\N,"director,writer,editor","tt12326778,tt7733222,tt12726180,tt12756398",nm9478963
nm9698697,Vini Videla,\N,\N,"assistant_director,director","tt21932692,tt3013322,tt15763012,tt7895652",nm9698697
nm9921365,Carl Reid,\N,\N,"writer,producer,director","tt8656268,tt10160896,tt12922164,tt9178376",nm9921365
