imdb_id,tconst,averageRating,numVotes
tt0212720,tt0212720,7.2,308530
tt0234215,tt0234215,7.2,594413
tt0316654,tt0316654,7.4,651137
tt0370263,tt0370263,5.6,201718
tt0298203,tt0298203,7.2,290224
tt2369135,tt2369135,6.4,171721
tt0481499,tt0481499,7.2,215567
tt1245526,tt1245526,7.0,309739
tt1049413,tt1049413,8.3,1038642
tt0467406,tt0467406,7.5,522970
tt0057115,tt0057115,8.2,244760
tt0454921,tt0454921,8.0,510585
tt0114709,tt0114709,8.3,988706
tt0126029,tt0126029,7.9,674653
tt0181875,tt0181875,7.9,276692
tt0119654,tt0119654,7.3,567985
tt0319262,tt0319262,6.4,448863
tt0094226,tt0094226,7.9,310158
tt0405159,tt0405159,8.1,686284
tt1596343,tt1596343,7.3,381704
tt1205489,tt1205489,8.1,774188
tt0080120,tt0080120,7.5,103360
tt0910936,tt0910936,6.9,340484
tt0398165,tt0398165,6.4,180367
tt0942385,tt0942385,7.0,416127
tt0338526,tt0338526,6.0,267748
tt0322259,tt0322259,5.9,274796
tt0413300,tt0413300,6.3,589419
tt0096874,tt0096874,7.8,531718
tt0454876,tt0454876,7.9,629232
tt1267297,tt1267297,6.0,156973
tt1637688,tt1637688,6.7,411992
tt1216475,tt1216475,6.2,190934
tt1013752,tt1013752,6.5,287943
tt0232500,tt0232500,6.8,385811
tt0463985,tt0463985,6.0,272474
tt0936501,tt0936501,7.8,602683
tt0948470,tt0948470,6.9,654870
tt0317219,tt0317219,7.2,421091
tt0112641,tt0112641,8.2,518475
tt0064116,tt0064116,8.5,328862
tt0383574,tt0383574,7.3,717995
tt1583421,tt1583421,5.7,182173
tt2547210,tt2547210,5.2,2142
tt1408101,tt1408101,7.7,483936
tt1454468,tt1454468,7.7,824261
tt0796366,tt0796366,7.9,603775
tt0822854,tt0822854,7.1,334375
tt0092099,tt0092099,6.9,435289
tt0382625,tt0382625,6.6,433419
tt0073195,tt0073195,8.1,604461
tt0253474,tt0253474,8.5,826750
tt0181852,tt0181852,6.3,400443
tt0088247,tt0088247,8.1,861697
tt0093773,tt0093773,7.8,423286
tt1091191,tt1091191,7.5,288419
tt0266543,tt0266543,8.2,1039156
tt1228705,tt1228705,6.9,814259
tt0091042,tt0091042,7.8,358448
tt0371746,tt0371746,7.9,1053563
tt0375679,tt0375679,7.8,437021
tt0265086,tt0265086,7.7,396900
tt0317248,tt0317248,8.6,754004
tt0067992,tt0067992,7.8,202205
tt0367594,tt0367594,6.7,480332
tt0087469,tt0087469,7.5,487426
tt1663662,tt1663662,6.9,502166
tt1300854,tt1300854,7.1,846718
tt2310332,tt2310332,7.4,532268
tt1170358,tt1170358,7.8,662611
tt1074638,tt1074638,7.8,696192
tt0978764,tt0978764,6.0,243599
tt0118528,tt0118528,7.8,15064
tt0938283,tt0938283,4.0,164289
tt0416449,tt0416449,7.6,818952
tt0118799,tt0118799,8.6,691515
tt0145487,tt0145487,7.4,814390
tt0363771,tt0363771,6.9,398441
tt0050083,tt0050083,9.0,785232
tt0107290,tt0107290,8.2,983594
tt1371111,tt1371111,7.4,362948
tt1735898,tt1735898,6.1,290682
tt1948218,tt1948218,7.2,39
tt0903624,tt0903624,7.8,826440
tt0848228,tt0848228,8.0,1384636
tt1130884,tt1130884,8.2,1302072
tt0217505,tt0217505,7.5,442171
tt0120915,tt0120915,6.5,803174
tt0144084,tt0144084,7.6,610677
tt0264464,tt0264464,8.1,973959
tt0120689,tt0120689,8.6,1292200
tt0172495,tt0172495,8.5,1490510
tt2278388,tt2278388,8.1,803921
tt2980516,tt2980516,7.7,450776
tt0780504,tt0780504,7.8,637358
tt0325980,tt0325980,8.1,1122156
tt1099212,tt1099212,5.3,461684
tt0829482,tt0829482,7.6,579373
tt0482571,tt0482571,8.5,1324890
tt0114369,tt0114369,8.6,1638685
tt0119217,tt0119217,8.3,961602
tt0086250,tt0086250,8.3,836122
tt0082971,tt0082971,8.4,961546
tt1670345,tt1670345,7.2,658736
tt2562232,tt2562232,7.7,628934
tt2084970,tt2084970,8.0,766459
tt1509767,tt1509767,5.7,108441
tt1220634,tt1220634,5.8,172550
tt0499549,tt0499549,7.8,1243423
tt0432021,tt0432021,6.2,196755
tt0458339,tt0458339,6.9,841847
tt0318627,tt0318627,6.1,200662
tt0111161,tt0111161,9.3,2659398
tt0118715,tt0118715,8.1,805880
tt1430626,tt1430626,6.7,48787
tt1855325,tt1855325,5.3,143520
tt2015381,tt2015381,8.0,1171318
tt2267998,tt2267998,8.1,976905
tt1622547,tt1622547,6.1,101723
tt1219342,tt1219342,6.9,83976
tt0970452,tt0970452,6.1,74105
tt0345950,tt0345950,7.1,91966
tt0443536,tt0443536,6.5,62130
tt0116409,tt0116409,6.8,62720
tt0208003,tt0208003,5.2,86265
tt0423294,tt0423294,6.7,80665
tt1080016,tt1080016,6.9,246142
tt0400717,tt0400717,6.1,97280
tt0049470,tt0049470,7.4,65279
tt0438097,tt0438097,6.8,279072
tt0462538,tt0462538,7.3,331255
tt1231580,tt1231580,4.5,49747
tt0426592,tt0426592,4.6,69812
tt0068699,tt0068699,7.4,57742
tt0079116,tt0079116,7.6,136466
tt0477051,tt0477051,4.1,75001
tt0366627,tt0366627,7.1,114247
tt0817538,tt0817538,5.7,60816
tt0952640,tt0952640,5.2,86537
tt0362120,tt0362120,5.1,122366
tt0027977,tt0027977,8.5,242304
tt0486576,tt0486576,5.6,266670
tt0067185,tt0067185,7.9,77860
tt0472181,tt0472181,5.4,91065
tt0990407,tt0990407,5.8,161065
tt1226229,tt1226229,6.3,179434
tt1129442,tt1129442,6.0,168245
tt0892791,tt0892791,6.3,205561
tt0118615,tt0118615,4.8,105585
tt0061747,tt0061747,7.0,39775
tt0306047,tt0306047,5.5,148588
tt0762107,tt0762107,5.9,148285
tt0365830,tt0365830,6.8,109871
tt1869416,tt1869416,6.6,3071
tt1615918,tt1615918,4.3,35912
tt1646926,tt1646926,5.0,11905
tt0090927,tt0090927,5.6,20634
tt0891592,tt0891592,3.7,24180
tt1174954,tt1174954,6.4,31624
tt0104695,tt0104695,6.1,13472
tt0110357,tt0110357,8.5,1051602
tt0096283,tt0096283,8.1,338133
tt0131502,tt0131502,4.7,1557
tt0408306,tt0408306,7.5,227829
tt1458915,tt1458915,4.7,5935
tt1884369,tt1884369,4.8,2181
tt3659388,tt3659388,8.0,849383
tt0076740,tt0076740,7.7,22053
tt1399103,tt1399103,6.2,409250
tt0910970,tt0910970,8.4,1109904
tt1055369,tt1055369,5.9,407549
tt0462499,tt0462499,7.0,232720
tt1236486,tt1236486,5.9,270
tt0469641,tt0469641,6.0,84338
tt0101700,tt0101700,7.6,85871
tt1692486,tt1692486,7.1,127528
tt1716772,tt1716772,6.7,83266
tt2109248,tt2109248,5.6,314677
tt2381249,tt2381249,7.4,373521
tt0338013,tt0338013,8.3,1002632
tt1320253,tt1320253,6.4,346394
tt1375666,tt1375666,8.8,2332448
tt1156398,tt1156398,7.6,576919
tt0493464,tt0493464,6.7,390149
tt0884328,tt0884328,7.1,312079
tt0347149,tt0347149,8.2,393593
tt0110632,tt0110632,7.2,236142
tt0119698,tt0119698,8.4,393218
tt2395427,tt2395427,7.3,859116
tt1490017,tt1490017,7.7,355460
tt3397884,tt3397884,7.6,428860
tt3076658,tt3076658,7.6,274229
tt0105695,tt0105695,8.2,411797
tt0381061,tt0381061,8.0,656637
tt1010048,tt1010048,8.0,844138
tt0111301,tt0111301,4.0,71771
tt0063350,tt0063350,7.8,130021
tt0091763,tt0091763,8.1,414072
tt0079470,tt0079470,8.0,399694
tt0092005,tt0092005,8.1,403289
tt0010323,tt0010323,8.0,64498
tt1291150,tt1291150,5.8,211515
tt2234155,tt2234155,6.3,205326
tt2080374,tt2080374,7.2,169958
tt1646987,tt1646987,5.7,189944
tt1345836,tt1345836,8.4,1694542
tt0018773,tt0018773,8.1,34031
tt0800320,tt0800320,5.8,283360
tt0887912,tt0887912,7.5,452013
tt0085407,tt0085407,7.2,71003
tt0765443,tt0765443,7.6,244057
tt0463998,tt0463998,7.6,79497
tt0453451,tt0453451,6.4,126979
tt0468569,tt0468569,9.0,2632199
tt0114746,tt0114746,8.0,617562
tt2436386,tt2436386,6.3,80748
tt2911666,tt2911666,7.4,627610
tt1232829,tt1232829,7.2,557358
tt1232829,tt1232829,7.2,557358
tt1276104,tt1276104,7.4,575838
tt1231587,tt1231587,6.4,176193
tt1121931,tt1121931,6.1,150822
tt0080360,tt0080360,6.9,35894
tt0479884,tt0479884,6.9,250460
tt0435705,tt0435705,6.2,159494
tt1637725,tt1637725,6.9,614549
tt2294449,tt2294449,7.0,377657
tt2788710,tt2788710,6.5,332184
tt2637294,tt2637294,5.0,39523
tt1727776,tt1727776,6.3,51530
tt1555149,tt1555149,8.0,83457
tt0081633,tt0081633,6.9,64239
tt1053424,tt1053424,6.3,107368
tt0800369,tt0800369,7.0,846696
tt0091064,tt0091064,7.6,183906
tt0861739,tt0861739,8.0,104611
tt0266308,tt0266308,7.6,183806
tt0084787,tt0084787,8.2,424158
tt0015864,tt0015864,8.2,111734
tt0060827,tt0060827,8.1,119097
tt1981115,tt1981115,6.8,681419
tt2884206,tt2884206,7.3,126173
tt3832914,tt3832914,6.4,15137
tt1650554,tt1650554,6.5,273600
tt1337057,tt1337057,6.2,19336
tt0398286,tt0398286,7.7,452595
tt0120382,tt0120382,8.2,1072379
tt1250777,tt1250777,7.6,562923
tt0090190,tt0090190,6.2,29280
tt0103905,tt0103905,7.4,41413
tt1028528,tt1028528,7.0,292082
tt0102926,tt0102926,8.6,1422712
tt0077651,tt0077651,7.7,280986
tt1772341,tt1772341,7.7,422529
tt1431045,tt1431045,8.0,1030821
tt1285016,tt1285016,7.8,700472
tt0489099,tt0489099,6.1,307887
tt0443706,tt0443706,7.7,540191
tt0295178,tt0295178,6.2,211230
tt0145660,tt0145660,6.6,234614
tt0118655,tt0118655,7.0,241476
tt0167404,tt0167404,8.2,988696
tt0246578,tt0246578,8.0,799379
tt1690953,tt1690953,7.3,401012
tt1877832,tt1877832,7.9,711780
tt1392214,tt1392214,8.1,706215
tt2293640,tt2293640,6.4,239598
tt1817771,tt1817771,5.9,12423
tt0089907,tt0089907,7.3,62473
tt0469494,tt0469494,8.2,584732
tt0251736,tt0251736,6.0,87265
tt0363547,tt0363547,7.3,256505
tt0118884,tt0118884,7.5,275557
tt0056869,tt0056869,7.6,190193
tt0087800,tt0087800,7.4,241140
tt0240772,tt0240772,7.7,573582
tt0056172,tt0056172,8.3,293739
tt1645170,tt1645170,6.4,307817
tt1245492,tt1245492,6.6,413277
tt1179933,tt1179933,7.2,327946
tt0945513,tt0945513,7.5,520666
tt0446029,tt0446029,7.5,425916
tt0097659,tt0097659,6.4,56333
tt0081455,tt0081455,6.7,56288
tt0091203,tt0091203,7.1,136465
tt0425112,tt0425112,7.8,505645
tt0070909,tt0070909,6.9,59104
tt0337978,tt0337978,7.1,406622
tt0083944,tt0083944,7.7,253204
tt0095016,tt0095016,8.2,872709
tt1213663,tt1213663,6.9,282966
tt2832470,tt2832470,6.8,25101
tt1259521,tt1259521,7.0,418485
tt0102293,tt0102293,7.0,13946
tt0121766,tt0121766,7.6,788941
tt0121765,tt0121765,6.6,709187
tt0089885,tt0089885,7.2,65672
tt0365748,tt0365748,7.9,558228
tt1525366,tt1525366,6.3,18588
tt3205376,tt3205376,6.9,45947
tt4184878,tt4184878,3.3,6584
tt3705412,tt3705412,6.3,17928
tt3118452,tt3118452,6.0,57343
tt1343727,tt1343727,7.1,276255
tt0285761,tt0285761,6.3,78
tt0070544,tt0070544,7.7,31876
tt0387808,tt0387808,6.5,164441
tt0117571,tt0117571,7.4,343534
tt0151804,tt0151804,7.7,267611
tt0074486,tt0074486,7.3,117184
tt0364569,tt0364569,8.4,576816
tt0363163,tt0363163,8.2,355828
tt0103064,tt0103064,8.6,1092985
tt0816692,tt0816692,8.6,1804851
tt1596363,tt1596363,7.8,430049
tt0390384,tt0390384,6.8,107345
tt0093177,tt0093177,6.9,128184
tt0907657,tt0907657,7.8,116999
tt0463854,tt0463854,6.9,277650
tt0457430,tt0457430,8.2,667665
tt0086541,tt0086541,7.2,94460
tt0066921,tt0066921,8.3,826904
tt2975590,tt2975590,6.4,698152
tt2582802,tt2582802,8.5,849784
tt3011894,tt3011894,8.1,198479
tt4062536,tt4062536,7.0,125070
tt1895587,tt1895587,8.1,468959
tt1210819,tt1210819,6.4,235550
tt0077383,tt0077383,7.3,1262
tt0072271,tt0072271,7.4,163964
tt0914798,tt0914798,7.7,219438
tt0296042,tt0296042,7.0,56734
tt0324216,tt0324216,6.2,144032
tt0407887,tt0407887,8.5,1317111
tt0072890,tt0072890,8.0,257552
tt0123755,tt0123755,7.2,231995
tt0208092,tt0208092,8.2,853139
tt0120735,tt0120735,8.2,581268
tt1853739,tt1853739,6.6,100557
tt2400463,tt2400463,6.6,109896
tt0071733,tt0071733,7.6,7292
tt0095467,tt0095467,8.2,23713
tt1179891,tt1179891,5.4,57425
tt0055630,tt0055630,8.2,123288
tt0082509,tt0082509,6.6,35596
tt0203119,tt0203119,7.3,61953
tt0095468,tt0095468,8.0,20500
tt0454841,tt0454841,6.4,172737
tt0042876,tt0042876,8.2,168896
tt0047478,tt0047478,8.6,345298
tt0094625,tt0094625,8.0,186832
tt1638002,tt1638002,7.1,141488
tt0169547,tt0169547,8.4,1150765
tt1477076,tt1477076,5.5,99555
tt1233227,tt1233227,6.0,113070
tt1023500,tt1023500,6.0,22260
tt1183732,tt1183732,5.9,11943
tt1132626,tt1132626,5.8,125784
tt0385705,tt0385705,6.8,30985
tt0106677,tt0106677,7.6,184768
tt0890870,tt0890870,5.9,151757
tt0070959,tt0070959,7.7,5555
tt2926810,tt2926810,5.4,8727
tt5022702,tt5022702,6.6,135528
tt0078788,tt0078788,8.5,664989
tt1640459,tt1640459,6.1,46714
tt1465522,tt1465522,7.5,181229
tt0059440,tt0059440,6.9,3467
tt0454848,tt0454848,7.6,373624
tt0456912,tt0456912,7.5,40625
tt0099763,tt0099763,7.0,37087
tt0338095,tt0338095,6.7,72968
tt0096256,tt0096256,7.2,131087
tt0450278,tt0450278,5.9,181586
tt0050976,tt0050976,8.1,185532
tt4048668,tt4048668,6.0,4342
tt0017136,tt0017136,8.3,174654
tt1636826,tt1636826,6.6,211455
tt1588170,tt1588170,7.8,131146
tt0081506,tt0081506,7.3,10634
tt1029234,tt1029234,7.0,95559
tt0363589,tt0363589,7.1,92143
tt1931533,tt1931533,7.1,258433
tt0070217,tt0070217,7.2,1706
tt0293484,tt0293484,4.1,156
tt3799694,tt3799694,7.3,327656
tt3672742,tt3672742,6.7,28377
tt4131240,tt4131240,5.7,775
tt1568346,tt1568346,7.8,463402
tt1527186,tt1527186,7.1,183662
tt1622979,tt1622979,5.9,117432
tt0091251,tt0091251,8.4,79662
tt1144884,tt1144884,5.1,107213
tt0195714,tt0195714,6.7,257193
tt0078748,tt0078748,8.5,877814
tt0075314,tt0075314,8.2,826296
tt1783732,tt1783732,6.3,38779
tt1450321,tt1450321,7.0,109861
tt1396523,tt1396523,5.3,4109
tt4034354,tt4034354,6.9,122331
tt0119116,tt0119116,7.6,473690
tt0060390,tt0060390,7.2,43696
tt0071853,tt0071853,8.2,540912
tt0819895,tt0819895,7.6,2117
tt2975578,tt2975578,6.4,153195
tt3464902,tt3464902,7.1,256255
tt4094724,tt4094724,6.0,102266
tt2119532,tt2119532,8.1,522138
tt2543164,tt2543164,7.9,690357
tt2582782,tt2582782,7.6,231333
tt4975722,tt4975722,7.4,307892
tt1305806,tt1305806,8.2,209978
tt0040746,tt0040746,7.9,144297
tt0108052,tt0108052,9.0,1346988
