,index,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers,name_year,Date,Name,Year,Letterboxd URI,my_rating
924,924,6.1,96299,The Neon Demon,2016,en,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",7000000.0,"['Thriller', ' Drama', ' Horror']",2016-06-08,3377430.0,118.0,['en'],6.539,3343.0,"['Bold Films', ' Amazon Studios', ' Vendian Entertainment', ' Space Rocket Nation']","['DK', ' FR', ' US']",1,Nicolas Winding Refn,,The Neon Demon 2016,2021-08-30,The Neon Demon,2016.0,https://boxd.it/9AnW,2.0
925,925,6.0,114720,Bridget Jones: The Edge of Reason,2004,en,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",40000000.0,"['Comedy', ' Romance']",2004-11-10,262500000.0,108.0,"['de', ' th', ' en']",6.259,2418.0,"['Miramax', ' Universal Pictures', ' Little Bird', ' StudioCanal', ' Working Title Films', ' Atlantic Television']","['FR', ' DE', ' IE', ' GB', ' US']",1,Beeban Kidron,,Bridget Jones: The Edge of Reason 2004,2021-08-30,Bridget Jones: The Edge of Reason,2004.0,https://boxd.it/1XMa,3.0
926,926,8.7,10125,Dave Chappelle: Killin' Them Softly,2000,en,"Dave Chappelle returns for a stand-up to D.C. and riffs on politics, police, race relations, drugs, Sesame Street and more.",0.0,"['Comedy', ' Documentary']",2000-07-26,0.0,57.0,['en'],8.07,114.0,,['US'],1,Stan Lathan,Dave Chappelle,Dave Chappelle: Killin' Them Softly 2000,,,,,
927,927,6.3,26543,To All the Boys: Always and Forever,2021,en,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,0.0,"['Romance', ' Comedy', ' Drama']",2021-02-12,0.0,115.0,"['ko', ' en']",7.664,1626.0,"['Awesomeness Films', ' ACE Entertainment']",['US'],1,Michael Fimognari,,To All the Boys: Always and Forever 2021,2021-09-05,To All the Boys: Always and Forever,2021.0,https://boxd.it/mI1A,5.0
928,928,6.4,5710,The Death of Dick Long,2019,en,"Dick died last night, and Zeke and Earl don’t want anybody finding out how. That’s too bad though, cause news travels fast in small-town Alabama.",0.0,"['Comedy', ' Crime', ' Drama']",2019-09-27,36586.0,100.0,['en'],6.179,98.0,['A24'],['US'],1,Daniel Scheinert,Billy Chew,The Death of Dick Long 2019,2021-09-06,The Death of Dick Long,2019.0,https://boxd.it/kIoA,7.0
929,929,6.5,16575,Avengement,2019,en,"While on a prison furlough, a lowly criminal evades his guards and returns to his old stomping ground to take revenge on the people who turned him into a cold blooded killer.",2400000.0,"['Crime', ' Action']",2019-05-24,0.0,90.0,['en'],6.843,372.0,"['Compound B', ' Dreamstage Films', ' Ehud Releasing']",['GB'],1,Jesse V. Johnson,,Avengement 2019,2021-09-07,Avengement,2019.0,https://boxd.it/jsp6,7.0
930,930,7.0,65869,Jackass 3D,2010,en,"Johnny Knoxville, Bam Margera, Steve-O, Wee Man and the rest of their fearless and foolhardy friends take part in another round of outrageous pranks and stunts. In addition to standing in the path of a charging bull, launching themselves into the air and crashing through various objects, the guys perform in segments such as ""Sweatsuit Cocktail,"" ""Beehive Tetherball"" and ""Lamborghini Tooth Pull.""",20000000.0,"['Comedy', ' Documentary', ' Action']",2010-10-15,117224271.0,99.0,"['ro', ' en']",6.578,1166.0,"['Paramount', ' MTV Films', ' Dickhouse Productions']",['US'],1,Jeff Tremaine,,Jackass 3D 2010,2021-09-07,Jackass 3D,2010.0,https://boxd.it/1KpM,5.0
931,931,8.8,1862501,The Lord of the Rings: The Fellowship of the Ring,2001,en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",93000000.0,"['Adventure', ' Fantasy', ' Action']",2001-12-18,871368364.0,179.0,['en'],8.4,21762.0,"['WingNut Films', ' New Line Cinema', ' The Saul Zaentz Company']","['NZ', ' US']",1,Peter Jackson,,The Lord of the Rings: The Fellowship of the Ring 2001,2021-09-07,The Lord of the Rings: The Fellowship of the Ring,2001.0,https://boxd.it/2b5O,10.0
932,932,7.4,42867,Capitalism: A Love Story,2009,en,"Michael Moore comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",20000000.0,['Documentary'],2009-09-06,17436509.0,128.0,['en'],7.135,455.0,"['The Weinstein Company', ' Paramount Vantage', ' Overture Films', ' Dog Eat Dog Films']",['US'],1,Michael Moore,Michael Moore,Capitalism: A Love Story 2009,2021-09-07,Capitalism: A Love Story,2009.0,https://boxd.it/1B62,8.0
933,933,7.9,4783,Global Metal,2008,en,"In GLOBAL METAL, directors Scot McFadyen and Sam Dunn set out to discover how the West's most maligned musical genre - heavy metal - has impacted the world's cultures beyond Europe and North America. The film follows metal fan and anthropologist Sam Dunn on a whirlwind journey through Asia, South America and the Middle East as he explores the underbelly of the world's emerging extreme music scenes; from Indonesian death metal to Chinese black metal to Iranian thrash metal. GLOBAL METAL reveals a worldwide community of metalheads who aren't just absorbing metal from the West - they're transforming it - creating a new form of cultural expression in societies dominated by conflict, corruption and mass-consumerism.",0.0,"['Documentary', ' Music']",2008-06-20,0.0,93.0,"['zh', ' pt', ' ja', ' he', ' hi', ' id', ' en']",7.482,57.0,['Banger Productions'],['CA'],1,,,Global Metal 2008,2021-09-07,Global Metal,2008.0,https://boxd.it/1Jum,7.0
934,934,7.6,546976,Despicable Me,2010,en,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",69000000.0,"['Family', ' Animation', ' Comedy', ' Crime']",2010-07-08,533679475.0,95.0,['en'],7.222,13525.0,"['Universal Pictures', ' Illumination']",['US'],1,,,Despicable Me 2010,2021-10-02,Despicable Me,2010.0,https://boxd.it/1DD8,6.0
935,935,8.6,892,The Big Four: Live in Sofia,2010,en,"When the 'Big Four,' Metallica, Slayer, Megadeth and Anthrax, shared a stage together on June 22nd, 2010, in Sofia, Bulgaria, it was the moment their fans had waited for decades. That monumental show was beamed live into over 1000 theaters worldwide via satellite in a special HD cinematic event.",0.0,['Music'],2010-06-22,0.0,232.0,['en'],8.375,60.0,"['Splinter Films Ltd.', ' Universal/Music/DVD', ' Vertigo', ' Mercury Music Group', ' Sonisphere Festival']",['BG'],1,Nick Wickham,,The Big Four: Live in Sofia 2010,2022-09-27,The Big Four: Live in Sofia,2010.0,https://boxd.it/11nG,7.0
936,936,6.1,195313,Sausage Party,2016,en,Frank leads a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.,19000000.0,"['Adventure', ' Animation', ' Comedy', ' Fantasy']",2016-07-11,140705322.0,89.0,['en'],5.718,6393.0,"['Columbia Pictures', ' Annapurna Pictures', ' Point Grey Pictures', ' Nitrogen Studios Canada']","['CA', ' US']",1,,,Sausage Party 2016,2021-09-07,Sausage Party,2016.0,https://boxd.it/6CCe,6.0
937,937,7.6,21131,Indie Game: The Movie,2012,en,"Follows the dramatic journeys of video game developers as they create and release their games to the world. It's about making video games, but at its core, it's about the creative process, and exposing yourself through your work.",0.0,['Documentary'],2012-05-18,0.0,103.0,['en'],7.553,390.0,['BlinkWorks Media'],['CA'],1,,,Indie Game: The Movie 2012,,,,,
938,938,7.4,26683,Rurouni Kenshin Part I: Origins,2012,ja,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",0.0,"['Adventure', ' Action', ' Drama', ' History']",2012-08-25,61700000.0,134.0,['ja'],7.567,643.0,"['Warner Bros. Pictures', ' IMJ Entertainment', ' C & I entertainment', ' Studio Swan', ' RoC Works Co.']",['JP'],1,Keishi Otomo,,Rurouni Kenshin Part I: Origins 2012,2021-09-07,Rurouni Kenshin Part I: Origins,2012.0,https://boxd.it/4aIO,1.0
939,939,5.2,114474,Scooby-Doo,2002,en,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",84000000.0,"['Mystery', ' Adventure', ' Comedy']",2002-06-14,275650703.0,88.0,['en'],6.048,3755.0,"['Warner Bros. Pictures', ' Mosaic Media Group']",['US'],1,Raja Gosnell,,Scooby-Doo 2002,2021-09-07,Scooby-Doo,2002.0,https://boxd.it/1YaQ,2.0
940,940,7.2,14362,Amen.,2002,fr,"Kurt Gerstein—a member of the Institute for Hygiene of the Waffen-SS—is horrified by what he sees in the death camps. he is then shocked to learn that the process he used to purify water for his troops by using Zyklon-B, is now used to kill people in gas chambers.",0.0,"['Drama', ' History']",2002-02-13,0.0,132.0,"['de', ' fr', ' en', ' it']",6.991,270.0,"['Renn Productions', ' Canal+', ' TF1 Films Production', ' K.G Productions', ' KC Medien', ' Katharina']","['FR', ' DE', ' RO']",1,Costa-Gavras,,Amen. 2002,2022-09-27,Amen.,2002.0,https://boxd.it/1ZiQ,7.0
941,941,6.6,1179,LFO,2013,en,"LFO is a dark comedy/drama/Sci-Fi about a man who realizes that he can hypnotise with sound. He starts experimenting on his neighbors, where the abuse of power takes over and, eventually, severe consequences for mankind are at stake.",0.0,"['Drama', ' Science Fiction']",2013-09-20,0.0,94.0,"['en', ' sv']",6.7,20.0,"['Film i Skåne', ' PingPongFilm', ' SpectreVision']","['DK', ' SE']",1,Antonio Tublen,Antonio Tublen,LFO 2013,2022-05-16,LFO,2013.0,https://boxd.it/5dGe,6.0
942,942,6.4,44440,The Inbetweeners 2,2014,en,"Neil, Will and Simon receive an invite from Jay to join him in Australia whilst on his gap year, who promises them it’s ”the sex capital of the world”. With their lives now rather dull compared to their hedonistic school days and legendary lads holiday, it’s an offer they can’t refuse. Once again, they put growing up temporarily on-hold, and embark on a backpacking holiday of a lifetime in an awful car, inspired by Peter Andre’s ‘Mysterious Girl’. Will soon finds himself battling with the lads to do something cultural, whilst they focus their attention on drinking, girls, and annoying fellow travelers.",0.0,['Comedy'],2014-08-06,0.0,96.0,['en'],6.15,414.0,['Channel 4 Television'],"['AU', ' GB']",1,,,The Inbetweeners 2 2014,2021-09-07,The Inbetweeners 2,2014.0,https://boxd.it/77a6,6.0
943,943,6.1,92196,American Ultra,2015,en,"Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",28000000.0,"['Comedy', ' Action']",2015-08-19,27139524.0,96.0,['en'],6.076,2484.0,"['Lionsgate', ' Likely Story', ' FilmNation Entertainment', ' Circle of Confusion', ' PalmStar Media', ' The Bridge Finance Company', ' Merced Media Partners']","['CH', ' US']",1,Nima Nourizadeh,Max Landis,American Ultra 2015,2021-09-07,American Ultra,2015.0,https://boxd.it/7KXc,6.0
944,944,6.8,243156,It Follows,2014,en,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",2000000.0,"['Horror', ' Mystery']",2014-09-24,14674076.0,101.0,['en'],6.561,5505.0,"['Northern Lights Films', ' Animal Kingdom', ' Two Flints']",['US'],1,David Robert Mitchell,David Robert Mitchell,It Follows 2014,2021-09-07,It Follows,2014.0,https://boxd.it/87wo,4.0
945,945,7.6,184692,What We Do in the Shadows,2014,en,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,1600000.0,"['Comedy', ' Horror']",2014-06-19,6263224.0,86.0,"['de', ' en']",7.575,2978.0,"['New Zealand Film Commission', ' Unison Films', ' Defender Films', ' Funny or Die', ' Resnick Interactive Development']","['NZ', ' US']",1,,,What We Do in the Shadows 2014,2022-01-05,What We Do in the Shadows,2014.0,https://boxd.it/7eQy,8.0
946,946,7.6,334731,Moana,2016,en,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",150000000.0,"['Adventure', ' Comedy', ' Family', ' Animation']",2016-10-13,690860472.0,107.0,['en'],7.568,10794.0,"['Walt Disney Pictures', ' Walt Disney Animation Studios', ' Hurwitz Creative']",['US'],1,,,Moana 2016,2021-09-07,Moana,2016.0,https://boxd.it/8tfY,7.0
947,947,7.3,3477,American Hardcore,2006,en,"Inspired by Steven Blush's book ""American Hardcore: A tribal history"" Paul Rachman's feature documentary debut is a chronicle of the underground hardcore punk years from 1979 to 1986. Interviews and rare live footage from artists such as Black Flag, Bad Brains, Minor Threat, SS Decontrol and the Dead Kennedys.",0.0,"['Documentary', ' Music']",2006-09-22,0.0,100.0,['en'],6.872,43.0,['Envision Films'],['US'],1,Paul Rachman,Steven Blush,American Hardcore 2006,2021-09-07,American Hardcore,2006.0,https://boxd.it/1L0y,8.0
948,948,7.6,469197,Kung Fu Panda,2008,en,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",130000000.0,"['Action', ' Adventure', ' Animation', ' Family', ' Comedy']",2008-06-04,631744560.0,90.0,['en'],7.207,9740.0,['DreamWorks Animation'],['US'],1,,,Kung Fu Panda 2008,2021-09-07,Kung Fu Panda,2008.0,https://boxd.it/1Yws,6.0
949,949,6.6,16324,Lords of Chaos,2018,en,A teenager's quest to launch Norwegian Black Metal in Oslo in the 1990s results in a very violent outcome.,0.0,"['Drama', ' Music', ' Horror', ' Thriller']",2018-09-20,365353.0,118.0,['en'],6.733,333.0,"['20th Century Fox', ' Scott Free Productions', ' RSA Films', ' Insurgent Docs', ' 4 1/2', ' ELEVEN ARTS Studios', ' Chimney Poland', ' Proton Cinema', ' Vice Studios']","['NO', ' SE', ' GB']",1,Jonas Åkerlund,,Lords of Chaos 2018,2022-01-05,Lords of Chaos,2018.0,https://boxd.it/f5no,7.0
950,950,6.6,99791,Overlord,2018,en,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",38000000.0,"['Horror', ' War', ' Science Fiction']",2018-11-01,41657844.0,110.0,"['en', ' fr', ' de', ' ru']",6.705,2420.0,"['Paramount', ' Bad Robot']","['CA', ' US']",1,Julius Avery,,Overlord 2018,2021-09-07,Overlord,2018.0,https://boxd.it/fAwm,6.0
