imdb_id,averageRating,numVotes,date_watched,title,release_year,original_title,original_language,overview,popularity,budget,genres,homepage,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,production_companies,production_countries,spoken_languages_full,Watched,directors_name,writers_name
tt0058946,8.1,60549,2021-07-26,The Battle of Algiers,1966,La battaglia di Algeri,it,Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.,9.198,800000.0,"Drama, War, History",,1966-09-08,964028.0,121.0,"en, ar, fr",7.9,560.0,"Igor Film, Casbah Film","IT, DZ","English, Arabic, French",0,Gillo Pontecorvo,
tt0470752,7.7,543920,2021-07-26,Ex Machina,2014,Ex Machina,en,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",31.685,15000000.0,"Drama, Science Fiction",http://exmachina-movie.com/,2015-01-21,36869414.0,108.0,en,7.568,11649.0,"DNA Films, Universal Pictures International (UPI), Film4 Productions, IAC Films","GB, US",English,0,Alex Garland,Alex Garland
tt0069762,7.7,73525,2021-07-26,Badlands,1973,Badlands,en,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,9.405,450000.0,"Drama, Crime",,1973-10-15,0.0,94.0,"en, fr",7.567,959.0,"Warner Bros. Pictures, Pressman-Williams, Jill Jakes Production, Badlands Company",US,"English, French",0,Terrence Malick,Terrence Malick
tt2076220,7.0,46585,2021-07-26,Holy Motors,2012,Holy Motors,fr,"We follow 24 hours in the life of a being moving from life to life like a cold and solitary assassin moving from hit to hit. In each of these interwoven lives, the being possesses an entirely distinct identity: sometimes a man, sometimes a woman, sometimes youthful, sometimes old. By turns murderer, beggar, company chairman, monstrous creature, worker, family man.",9.191,4000000.0,"Drama, Fantasy",,2012-07-02,641100.0,115.0,fr,7.055,953.0,"ARTE France Cinéma, Canal+, Pandora Film, Angoa-Agicoa, CNC, PROCIREP, Medienboard Berlin-Brandenburg, MEDIA Programme of the European Union, Wild Bunch, WDR/Arte, La Région Île-de-France, Soficinéma 8, Pierre Grise Productions, Théo Films","BE, FR, DE",French,0,Leos Carax,Leos Carax
tt0428671,7.2,213,2021-07-26,Russian Ark,2002,In One Breath: Alexander Sokurov's Russian Ark,en,"Making of Russian Ark, with on camera personal views by members of the cast and crew of the major film.",1.424,0.0,Documentary,,2003-01-01,0.0,44.0,,6.9,7.0,,,,0,Knut Elstermann,Knut Elstermann
tt0101507,7.8,141516,2021-07-26,Boyz n the Hood,1991,Boyz n the Hood,en,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,56.992,6500000.0,"Crime, Drama",,1991-07-12,57504069.0,112.0,en,7.587,1564.0,Columbia Pictures,US,English,0,John Singleton,John Singleton
tt0147612,7.7,70760,2021-07-26,Happiness,1998,Happiness,en,"The lives of many individuals connected by the desire for happiness, often from sources usually considered dark or evil.",11.216,3000000.0,"Comedy, Drama",,1998-10-16,2807390.0,139.0,"ru, en",7.5,637.0,"Killer Films, Good Machine",US,"Russian, English",0,Todd Solondz,Todd Solondz
tt0892255,7.2,46471,2021-07-26,Che: Part One,2008,Che: Part One,en,"The Argentine, begins as Che and a band of Cuban exiles (led by Fidel Castro) reach the Cuban shore from Mexico in 1956. Within two years, they mobilized popular support and an army and toppled the U.S.-friendly regime of dictator Fulgencio Batista.",11.271,30000000.0,"Drama, History, War",,2008-09-05,0.0,134.0,"en, es",6.825,624.0,"Section Eight, Wild Bunch, Telecinco Cinema, Laura Bickford Productions, Morena Films, Ministerio de Cultura, Guerrilla Films","FR, MX, ES, US","English, Spanish",0,Steven Soderbergh,
tt0058898,7.0,25665,2021-07-26,Alphaville,1965,"Alphaville, une étrange aventure de Lemmy Caution",fr,"An American private-eye arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",7.475,220000.0,"Drama, Science Fiction, Mystery",,1965-05-05,0.0,100.0,fr,6.9,409.0,"Filmstudio, Athos Films, Chaumiane, André Michelin Productions","IT, FR",French,0,Jean-Luc Godard,
tt0108399,7.9,227543,2021-07-26,True Romance,1993,True Romance,en,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",19.514,12500000.0,"Action, Crime, Romance",,1993-09-09,12600000.0,120.0,"en, it",7.545,2232.0,"Davis Films, August Entertainment, Morgan Creek Productions",US,"English, Italian",0,Tony Scott,
tt0084315,7.3,5608,2021-08-01,The Masters of Time,1982,Les maîtres du temps,fr,"On planet Perdide, an attack of giant hornets leaves Piel – a young boy – alone in a wrecked car with his dying father. A mayday message reaches their friend Jaffar, an adventurer travelling through space. On board Jaffar’s shuttle are the renegade Prince Matton, his fiancée, and Silbad who knows the planet Perdide well. Thus begins an incredible race across space to save Piel.",6.872,0.0,"Animation, Drama, Science Fiction, Mystery",,1982-03-24,0.0,75.0,fr,7.479,120.0,"WDR, TF1 Films Production, Télécip, BBC, Hungarofilm, SRG SSR, RTS, Südwestfunk (SWF), Pannónia Filmstúdió","FR, DE, HU, CH, GB",French,0,René Laloux,
tt0075404,8.2,8840,2021-08-03,The Ascent,1977,Восхождение,ru,"Two Soviet partisans leave their starving band to get supplies from a nearby farm. The Germans have reached the farm first, so the pair must go on a journey deep into occupied territory, a voyage that will also take them deep into their souls.",6.988,0.0,"Drama, War",,1977-04-02,0.0,111.0,"de, ru",7.886,145.0,"Mosfilm, Tretye Tvorcheskoe Obyedinenie",SU,"German, Russian",0,Larisa Shepitko,
tt0228845,4.5,12,2021-08-03,Shame,1968,"Shame, Shame, Everybody Knows Her Name",en,"A pretty young girl arrives in New York City to make it in ""the Big Apple"", but winds up getting involved with lesbians, an escort service and the underground bondage scene.",1.349,0.0,Drama,,1969-10-07,0.0,79.0,,0.0,0.0,,US,,0,Joseph Jacoby,
tt0069467,8.0,34472,2021-08-03,Cries and Whispers,1972,Viskningar och rop,sv,"As Agnes slowly dies of cancer, her sisters are so deeply immersed in their own psychic pains that they can't offer her the support she needs. Maria is wracked with guilt at her husband's attempted suicide, caused by his discovery of her extramarital affair. The self-loathing, suicidal Karin seems to regard her sister with revulsion. Only Anna, the deeply religious maid who lost her young child, seems able to offer Agnes solace and empathy.",10.012,400000.0,Drama,,1972-12-21,0.0,95.0,sv,8.0,560.0,"Svenska Filminstitutet, Cinematograph AB",SE,Swedish,0,Ingmar Bergman,Ingmar Bergman
tt0114690,7.0,3612,2021-08-18,Tokyo Fist,1995,東京フィスト,ja,"A businessman, Tsuda, runs into a childhood friend, Tajuki, on the subway. Tajuki is working as a semiprofessional boxer. Tsuda soon begins to suspect that Tajuki might be having an affair with his fiancée Hizuru. After an altercation, Tsuda begins training rigorously himself, leading to an extremely bloody, violent confrontation.",6.484,0.0,"Romance, Action, Drama, Thriller",http://tsukamotoshinya.net/contents/?p=142,1995-10-21,0.0,87.0,ja,6.59,94.0,Kaijyu Theater,JP,Japanese,0,Shin'ya Tsukamoto,
tt0074462,8.2,3206,2021-08-21,Edvard Munch,1974,Edvard Munch,no,"A biographical film about the Norwegian Expressionist painter Edvard Munch. It was originally created as a three-part miniseries co-produced by the Norwegian and Swedish state television networks, but subsequently gained an American theatrical release in a three-hour version in 1976. The film covers about thirty years of Munch's life, focusing on the influences that shaped his art, particularly the prevalence of disease and death in his family and his youthful affair with a married woman.",3.587,0.0,"Drama, History, TV Movie",,1974-11-12,0.0,221.0,"en, fr, de, no",7.1,52.0,"Sveriges Radio (SR), Norsk Film","NO, SE","English, French, German, Norwegian",0,Peter Watkins,Peter Watkins
tt0073341,7.8,49396,2021-08-26,The Man Who Would Be King,1975,The Man Who Would Be King,en,"A robust adventure about two British adventurers who take over primitive Kafiristan as ""godlike"" rulers, meeting a tragic end through their desire for a native girl. Based on a short story by Rudyard Kipling.",8.703,8000000.0,"Adventure, Drama",,1975-12-03,12678.0,129.0,en,7.508,492.0,"Persky-Bright Productions, Devon","US, GB",English,0,John Huston,
tt0087884,8.1,106690,2021-08-30,"Paris, Texas",1984,"Paris, Texas",en,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",12.72,1746964.0,Drama,,1984-08-23,2181987.0,145.0,"es, en",8.1,1354.0,"20th Century Fox, Road Movies, WDR, Channel Four Films, Pro-ject Filmproduktion, Argos Films, Wim Wenders Stiftung","FR, DE, GB","Spanish, English",0,Wim Wenders,
tt0422015,7.3,8090,2021-09-12,The Ax,2005,Le Couperet,fr,"A chemist loses his job to outsourcing. Two years later and still jobless, he hits on a solution: to genuinely eliminate his competition.",5.598,0.0,"Comedy, Crime, Drama, Thriller",,2005-03-02,0.0,122.0,"fr, nl",6.903,145.0,"France 2 Cinéma, StudioCanal, RTBF, Les Films du Fleuve, Wanda Visión, SCOPE Pictures, K.G Productions","BE, FR, ES","French, Dutch",0,Costa-Gavras,
tt0068182,7.8,57656,2021-09-12,"Aguirre, the Wrath of God",1972,"Aguirre, der Zorn Gottes",de,"A few decades after the destruction of the Inca Empire, a Spanish expedition led by the infamous Aguirre leaves the mountains of Peru and goes down the Amazon River in search of the lost city of El Dorado. When great difficulties arise, Aguirre’s men start to wonder whether their quest will lead them to prosperity or certain death.",11.187,370000.0,"Adventure, Drama, History",http://www.wernerherzog.com/films-by.html,1972-12-29,37041.0,95.0,"de, es, qu",7.544,870.0,"Werner Herzog Filmproduktion, HR","DE, MX, PE","German, Spanish, Quechua",0,Werner Herzog,Werner Herzog
tt0064482,7.4,1805,2021-09-12,In the Year of the Pig,1969,In the Year of the Pig,en,"Both sober and sobering, producer-director Emile de Antonio’s In the Year of the Pig is a powerful and, no doubt for many, controversial documentary about the Vietnam War.",2.388,0.0,"Documentary, War",,1969-02-26,0.0,101.0,en,7.0,19.0,Turin Film,US,English,0,Emile de Antonio,
tt0068346,7.6,2086,2021-09-12,The Mattei Affair,1972,Il caso Mattei,it,"Enrico Mattei helped change Italy’s future, first as freedom-fighter against the Nazis, then as an investor in methane gas through a public company, A.G.I.P., and ultimately as the head of ENI, a state body formed for the development of oil resources. On October 27, 1962, he died when his private airplane crashed during a flight to Milan. Officially, it is declared an accident, but many journalists explore other plausible reasons for Mattei's untimely death.",5.205,0.0,"Crime, Drama, History, Thriller",,1972-01-26,0.0,110.0,it,7.456,68.0,"Verona Produzione, Vides Cinematografica",IT,Italian,0,Francesco Rosi,
tt0077405,7.8,58624,2021-09-12,Days of Heaven,1978,Days of Heaven,en,"In 1916, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer.",10.418,0.0,"Drama, Romance",,1978-09-13,0.0,94.0,"en, it",7.514,803.0,Paramount,US,"English, Italian",0,Terrence Malick,Terrence Malick
tt0082979,7.3,23164,2021-09-12,Reds,1981,Reds,en,"An account of the revolutionary years of the legendary American journalist John Reed, who shared his adventurous professional life with his radical commitment to the socialist revolution in Russia, his dream of spreading its principles among the members of the American working class, and his troubled romantic relationship with the writer Louise Bryant.",8.874,35000000.0,"Drama, History, Romance",,1981-12-25,40382659.0,195.0,"en, fi, fr, de, it, ru",6.981,257.0,"Paramount, Barclays Mercantile Industrial Finance, JRS Productions",US,"English, Finnish, French, German, Italian, Russian",0,Warren Beatty,
tt0317990,6.8,39,2021-09-12,Platform,2000,The Platform,en,"At a windy, abandoned province station a man is waiting for a train. But something seems to be wrong; wasn't that a naked person running by? The man begins to examine the area; the tension rises up to the point, where another passenger arrives on the platform.",0.6,0.0,,,2001-01-01,0.0,4.0,,0.0,0.0,,NZ,,0,Robin Walters,Brett Ihaka
tt1588895,6.7,16068,2021-09-13,Uncle Boonmee Who Can Recall His Past Lives,2010,ลุงบุญมีระลึกชาติ,th,"Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",9.269,0.0,"Drama, Fantasy",,2010-06-25,0.0,114.0,"fr, lo, th",6.634,288.0,"Eddie Saeta, The Match Factory, ZDF/Arte, Hubert Bals Fund, Geißendörfer Film- und Fernsehproduktion (GFF), Fonds Sud Cinéma, Illuminations Films, Ministère de la Culture et de la Communication, Office of the Contemporary Art and Culture (OCAC), Kick the Machine, Anna Sanders Films, Ministère des Affaires étrangères et du Développement International, Foundation for Art and Creative Technology (FACT), Haus der Kunst, World Cinema Fund, Animate Projects Limited, Ministry of Culture, Thailand","TH, GB, FR, DE, ES, NL","French, Lao, Thai",0,Apichatpong Weerasethakul,
tt0053114,8.5,8291,2021-09-15,The Human Condition I: No Greater Love,1959,人間の條件　第１部純愛篇／第２部激怒篇,ja,"After handing in a report on the treatment of Chinese colonial labor, Kaji is offered the post of labor chief at a large mining operation in Manchuria, which also grants him exemption from military service. He accepts, and moves to Manchuria with his newly-wed wife Michiko, but when he tries to put his ideas of more humane treatment into practice, he finds himself at odds with scheming officials, cruel foremen, and the military police.",7.537,0.0,"War, Drama, History",,1959-01-15,0.0,206.0,"zh, ja",8.109,174.0,"Shochiku, Ninjin Club",JP,"Mandarin, Japanese",0,Masaki Kobayashi,
tt0070666,7.7,123920,2021-09-19,Serpico,1973,Serpico,en,"Frank Serpico is an idealistic New York City cop who refuses to take bribes, unlike the rest of the force. His actions get Frank shunned by the other officers, and often placed in dangerous situations by his partners. When his superiors ignore Frank's accusations of corruption, he decides to go public with the allegations. Although this causes the Knapp Commission to investigate his claims, Frank has also placed a target on himself.",9.064,3000000.0,"Crime, History",,1973-12-18,29800000.0,130.0,"en, es, it",7.543,1565.0,"Paramount, De Laurentiis Entertainment Group, Artists Entertainment Complex","IT, US","English, Spanish, Italian",0,Sidney Lumet,
tt0084855,7.7,40909,2021-09-19,The Verdict,1982,The Verdict,en,"Frank Galvin is a down-on-his-luck lawyer and reduced to drinking and ambulance chasing, when a former associate reminds him of his obligations in a medical malpractice suit by serving it to Galvin on a silver platter—all parties are willing to settle out of court. Blundering his way through the preliminaries, Galvin suddenly realizes that the case should actually go to court—to punish the guilty, to get a decent settlement for his clients... and to restore his standing as a lawyer.",8.661,16000000.0,Drama,,1982-12-08,53977250.0,129.0,en,7.425,475.0,20th Century Fox,US,English,0,Sidney Lumet,
tt0068619,6.2,2244,2021-09-19,Ganja & Hess,1973,Ganja & Hess,en,"After being stabbed with an ancient, germ-infested knife, a doctor finds himself with an insatiable desire for blood.",3.182,0.0,"Drama, Fantasy, Horror",,1973-04-20,0.0,110.0,"fr, en",5.7,44.0,Kelly/Jordan Enterprises,US,"French, English",0,,Bill Gunn
tt1832406,8.7,91,2021-10-01,Morte e Vida Severina,2010,Morte e Vida Severina,pt,"The Brazilian poem 'Morte e Vida Severina', a masterpiece of João Cabral de Melo Neto, comes to life in an animated version directed by Afonso Serpa.",0.6,0.0,Animation,,2010-01-01,0.0,56.0,pt,7.7,3.0,,BR,Portuguese,0,Afonso Serpa,Afonso Serpa
tt8359816,7.6,22770,2021-10-02,Sorry We Missed You,2019,Sorry We Missed You,en,"Ricky and his family have been fighting an uphill struggle against debt since the 2008 financial crash. An opportunity to wrestle back some independence appears with a shiny new van and the chance to run a franchise as a self-employed delivery driver. It's hard work, and his wife's job as a carer is no easier. The family unit is strong but when both are pulled in different directions everything comes to breaking point.",9.499,0.0,Drama,https://www.sorrywemissedyou.co.uk,2019-10-04,8766149.0,100.0,en,7.364,580.0,"France 2 Cinéma, Canal+, BBC Films, Why Not Productions, Wild Bunch, Les Films du Fleuve, Le Pacte, France Télévisions, Ciné+, VOO, Casa Kafka Pictures, Sixteen Films, BFI Film Fund, Cinéart, BeTV, Tax Shelter du Gouvernement Fédéral Belge","BE, FR, GB",English,0,Ken Loach,Paul Laverty
tt0114671,7.5,11410,2021-10-02,Land and Freedom,1995,Land and Freedom,en,"David Carr is a British Communist who is unemployed. In 1936, when the Spanish Civil War begins, he decides to fight for the Republican side, a coalition of liberals, communists and anarchists, so he joins the POUM militia and witnesses firsthand the betrayal of the Spanish revolution by Stalin's followers and Moscow's orders.",8.92,0.0,"Drama, History, War, Romance",,1995-04-07,0.0,109.0,"en, ca, es",7.38,209.0,"Road Movies, BIM Distribuzione, Filmstiftung Nordrhein-Westfalen, Diaphana Films, Eurimages, TVE, Road Movies Dritte Produktionen, Parallax Pictures, Degeto Film, BBC, Canal+ España, Working Title Films, British Screen Productions, Messidor Films, European Co-production Fund","FR, DE, ES, GB, IT","English, Catalan, Spanish",0,Ken Loach,Jim Allen
tt0118798,6.8,26435,2021-10-03,Bulworth,1998,Bulworth,en,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,7.884,30000000.0,"Comedy, Drama",,1998-05-15,29202884.0,108.0,en,6.311,193.0,20th Century Fox,US,English,0,Warren Beatty,
tt0099531,6.7,128,2021-10-03,Close-Up,1990,Extreme Close-Up,en,"Innovative drama mixing film and video, with a teenager obsessed with watching his late mother, killed in an auto accident, on tapes he recorded of their daily lives. The mother is seen in extreme close-up only on tape.",0.84,0.0,"Drama, TV Movie",,1990-10-22,0.0,93.0,en,0.0,0.0,"Bedford Falls Productions, MGM Television, Robert Greenwald Productions",US,English,0,Peter Horton,
tt0173024,7.3,1172,2021-10-06,A Visitor to a Museum,1989,Посетитель музея,ru,"It is the future, the world is in ruins and a large portion of the population consists of deformed mutants living in reservations. In this world a man decides to spend his vacation visiting the ruins of a museum that is now buried under the sea.",2.742,0.0,"Drama, Science Fiction",,1989-12-19,0.0,128.0,ru,7.143,28.0,"ZDF, Lenfilm, Tretye Tvorcheskoe Obyedinenie, Goskino USSR, CSM Filmproduktion","DE, SU, CH",Russian,0,Konstantin Lopushanskiy,Konstantin Lopushanskiy
tt1121977,7.2,12327,2021-10-10,Mother,2009,Mother and Child,en,"The lives of three women have a commonality: adoption. Karen is a physical therapist who regrets that, as a teenager, she gave up her daughter for adoption. Elizabeth was an adopted child and is now a successful lawyer, but her personal life lacks warmth. Lucy and her husband have failed to conceive and now hope to adopt a baby to make their family complete.",9.411,7000000.0,"Drama, Romance",,2009-11-07,4000000.0,125.0,en,6.739,119.0,"Mockingbird Pictures, Everest Entertainment","ES, US",English,0,Rodrigo García,Rodrigo García
tt0206634,7.9,500565,2021-10-13,Children of Men,2006,Children of Men,en,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",24.065,76000000.0,"Drama, Action, Thriller, Science Fiction",http://www.universalstudiosentertainment.com/children-of-men/,2006-09-22,70595464.0,109.0,en,7.603,6055.0,"Universal Pictures, Strike Entertainment, Hit & Run Productions","GB, US",English,0,Alfonso Cuarón,
tt0116922,7.6,143150,2021-10-25,Lost Highway,1997,Lost Highway,en,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.",20.571,15000000.0,"Drama, Thriller, Mystery",,1997-01-15,3675201.0,134.0,en,7.6,2071.0,"CiBy 2000, October Films, Asymmetrical Productions, Lost Highway Productions","US, FR",English,0,David Lynch,
tt0460829,6.8,58094,2021-10-25,Inland Empire,2006,Inland Empire,en,An actress’s perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.,13.618,15000000.0,"Drama, Fantasy, Thriller, Horror",http://www.inlandempirecinema.com/,2006-09-06,4045770.0,180.0,"en, pl",7.1,874.0,"Asymmetrical Productions, StudioCanal, Camerimage Festival, Absurda","FR, PL, US","English, Polish",0,David Lynch,David Lynch
tt0067866,7.2,29604,2021-10-28,El Topo,1970,El Topo,es,"El Topo decides to confront warrior Masters on a trans-formative desert journey he begins with his 6 year old son, who must bury his childhood totems to become a man.",13.214,400000.0,"Action, Adventure, Drama, Western",,1970-12-18,0.0,125.0,es,7.137,466.0,Producciones Panicas,MX,Spanish,0,Alejandro Jodorowsky,Alejandro Jodorowsky
tt0098253,7.5,21634,2021-10-28,Santa Sangre,1989,Santa sangre,en,"A young man is confined in a mental hospital. Through a flashback we see that he was traumatized as a child, when he and his family were circus performers. Back in the present, he escapes and rejoins his surviving and armless mother.",9.159,787000.0,"Horror, Mystery, Drama",,1989-11-24,0.0,123.0,"es, en",7.091,328.0,"Produzioni Intersound, Productora Fílmica Real","IT, MX","Spanish, English",0,Alejandro Jodorowsky,
tt0109508,8.0,20531,2021-10-28,Crumb,1994,Crumb,en,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.",5.996,0.0,Documentary,,1994-09-10,3174695.0,119.0,en,7.549,194.0,Superior Pictures,US,English,0,Terry Zwigoff,
tt0078841,8.0,73069,2021-10-29,Being There,1979,Being There,en,"A simple-minded gardener named Chance has spent all his life in the Washington D.C. house of an old man. When the man dies, Chance is put out on the street with no knowledge of the world except what he has learned from television.",8.951,0.0,"Comedy, Drama",,1979-12-19,30177511.0,130.0,en,7.625,774.0,"United Artists, Lorimar Film Entertainment, NatWest Ventures, New Gold Entertainment, Northstar Media, BSB, CIP","DE, US",English,0,Hal Ashby,
tt0094336,7.6,44410,2021-10-29,Withnail & I,1987,Withnail & I,en,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",8.282,0.0,"Comedy, Drama",,1987-06-19,1544889.0,108.0,"la, en",7.401,433.0,"Cineplex-Odeon Films, HandMade Films",GB,"Latin, English",0,Bruce Robinson,Bruce Robinson
tt0058625,8.5,20394,2021-10-31,Woman in the Dunes,1964,砂の女,ja,An entomologist suffers extreme psychological and sexual torture after being taken captive by the residents of a poor seaside village.,9.572,0.0,"Drama, Thriller",,1964-02-15,0.0,147.0,ja,8.272,307.0,"Toho, Teshigahara Productions",JP,Japanese,0,Hiroshi Teshigahara,
tt0435625,7.2,226392,2021-11-01,The Descent,2005,The Descent,en,"After a tragic accident, six friends reunite for a caving expedition. Their adventure soon goes horribly wrong when a collapse traps them deep underground and they find themselves pursued by bloodthirsty creatures. As their friendships deteriorate, they find themselves in a desperate struggle to survive the creatures and each other.",27.301,3500000.0,"Adventure, Horror",,2005-07-08,57130027.0,99.0,en,6.956,3171.0,"Celador Films, Pathé, Northmen Productions",GB,English,0,Neil Marshall,Neil Marshall
tt0075467,8.6,4819,2021-11-02,The Fifth Seal,1976,Az ötödik pecsét,hu,"In Budapest in 1944; a watchmaker, a bookseller, and a carpenter are drinking in a bar with the owner when they are joined by a stranger. The watchmaker asks a hypothetical question that will change their lives.",3.564,0.0,"Drama, War",,1976-10-07,0.0,106.0,hu,8.083,48.0,"Mafilm, Budapest Filmstúdió",HU,Hungarian,0,Zoltán Fábri,
tt0097108,7.5,38544,2021-11-02,"The Cook, the Thief, His Wife & Her Lover",1989,"The Cook, the Thief, His Wife & Her Lover",en,The wife of an abusive criminal finds solace in the arms of a kind regular guest in her husband's restaurant.,10.951,2300000.0,"Crime, Drama",,1989-10-13,7724701.0,124.0,en,7.365,480.0,"Elsevira, Erbograph Co., Vendex","FR, NL, GB",English,0,Peter Greenaway,Peter Greenaway
tt0082933,7.3,32930,2021-11-02,Possession,1981,Possession,fr,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",20.032,0.0,Horror,,1981-05-27,1158473.0,124.0,"en, fr, de",7.4,756.0,"Gaumont, Oliane Productions, Marianne Productions","FR, DE","English, French, German",0,Andrzej Zulawski,
tt0156794,7.9,12992,2021-11-02,Eternity and a Day,1998,Μια αιωνιότητα και μια μέρα,el,"Alexander, a famous writer, is very ill and has only a few days to live. He meets a little boy on the street, who is an illegal immigrant from Albania. Alexander then takes the boy home.",8.623,0.0,Drama,,1998-10-23,0.0,133.0,"en, el, it",7.661,115.0,"WDR, Canal+, ARTE, Paradis Films, Istituto Luce Cinecittà, Eurimages, Greek Film Centre, EPT, La Sept Cinéma, Intermédias, Theo Angelopoulos Films, Classic","FR, DE, GR, IT","English, Greek, Italian",0,Theodoros Angelopoulos,
tt0063278,7.9,5435,2021-11-02,Marketa Lazarová,1967,Marketa Lazarová,cs,"Mikolás and his brother Adam end up with a young German hostage of noble blood during a robbery. While their clan prepares for the wrath of the German king, Mikolás is sent to pressure his neighbor Lazar into a defense pact. Persuasion fails and he abducts Lazar's daughter Marketa on the eve of her initiation as a nun in an act of vengeance.",4.747,0.0,"Drama, History",,1967-11-24,0.0,166.0,"cs, de",7.856,111.0,Filmové studio Barrandov,XC,"Czech, German",0,Frantisek Vlácil,
tt0077416,8.1,339334,2021-11-08,The Deer Hunter,1978,The Deer Hunter,en,"A group of working-class friends decide to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.",16.95,15000000.0,"Drama, War",,1978-03-09,50000000.0,183.0,"en, fr, ru, vi",8.016,3087.0,"Universal Pictures, EMI Films","GB, US","English, French, Russian, Vietnamese",0,Michael Cimino,
tt1210166,7.6,422973,2021-11-18,Moneyball,2011,Moneyball,en,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",18.742,50000000.0,Drama,http://www.moneyball-movie.com,2011-09-23,110206216.0,134.0,en,7.242,4211.0,"Columbia Pictures, Scott Rudin Productions, Sidney Kimmel Entertainment, Specialty Films, Michael De Luca Productions",US,English,0,Bennett Miller,
tt0052893,7.9,32623,2021-11-21,Hiroshima Mon Amour,1959,Hiroshima mon amour,fr,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",9.379,0.0,"Drama, History, Romance",,1959-06-10,3193.0,92.0,"en, fr, ja",7.829,625.0,"Pathé Entertainment, Daiei Film, Argos Films, Como Films, Pathé Overseas","FR, JP","English, French, Japanese",0,Alain Resnais,Marguerite Duras
tt0036775,8.3,157635,2021-11-27,Double Indemnity,1944,Double Indemnity,en,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",10.59,927262.0,"Crime, Drama, Mystery, Thriller",,1944-06-14,2500000.0,107.0,en,8.1,1434.0,Paramount,US,English,0,Billy Wilder,
